# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
194           	3.077135e-04	6.460942e-05	3.175292e-04
195           	3.038607e-04	6.352361e-05	3.149392e-04
196           	3.012561e-04	6.246421e-05	3.117568e-04
197           	2.988906e-04	6.140467e-05	3.086047e-04
198           	2.966455e-04	6.037779e-05	3.057923e-04
199           	2.941791e-04	5.938753e-05	3.031508e-04
200           	2.898046e-04	5.847970e-05	3.003786e-04
201           	2.856567e-04	5.762152e-05	2.972965e-04
202           	2.820607e-04	5.680648e-05	2.941097e-04
203           	2.795147e-04	5.601917e-05	2.912082e-04
204           	2.768474e-04	5.524472e-05	2.883912e-04
205           	2.736381e-04	5.449090e-05	2.856051e-04
206           	2.703527e-04	5.375361e-05	2.827035e-04
207           	2.665740e-04	5.304138e-05	2.799670e-04
208           	2.622221e-04	5.237990e-05	2.772210e-04
209           	2.586732e-04	5.176305e-05	2.744570e-04
210           	2.556100e-04	5.118270e-05	2.716538e-04
211           	2.519722e-04	5.062757e-05	2.688705e-04
212           	2.467704e-04	5.008921e-05	2.661417e-04
213           	2.423626e-04	4.957205e-05	2.635242e-04
214           	2.385669e-04	4.908318e-05	2.609357e-04
215           	2.344978e-04	4.861632e-05	2.584312e-04
216           	2.294734e-04	4.818462e-05	2.559447e-04
217           	2.243505e-04	4.778221e-05	2.534696e-04
218           	2.197877e-04	4.741859e-05	2.508712e-04
219           	2.150800e-04	4.709480e-05	2.483266e-04
220           	2.105815e-04	4.680188e-05	2.458514e-04
221           	2.060228e-04	4.652553e-05	2.433540e-04
222           	2.008079e-04	4.626518e-05	2.409565e-04
223           	1.968922e-04	4.602434e-05	2.385656e-04
224           	1.928774e-04	4.579779e-05	2.361785e-04
225           	1.876776e-04	4.557576e-05	2.337259e-04
226           	1.832754e-04	4.533980e-05	2.314255e-04
227           	1.787943e-04	4.509663e-05	2.290349e-04
228           	1.745658e-04	4.486264e-05	2.266248e-04
229           	1.704350e-04	4.463479e-05	2.243387e-04
230           	1.667641e-04	4.440229e-05	2.222066e-04
231           	1.631158e-04	4.415057e-05	2.201670e-04
232           	1.590738e-04	4.388412e-05	2.181226e-04
233           	1.558834e-04	4.361238e-05	2.161479e-04
234           	1.524016e-04	4.333997e-05	2.142895e-04
235           	1.502958e-04	4.306249e-05	2.123300e-04
236           	1.475134e-04	4.277710e-05	2.105046e-04
237           	1.445836e-04	4.248277e-05	2.086323e-04
238           	1.430983e-04	4.218280e-05	2.066889e-04
239           	1.418558e-04	4.188366e-05	2.047021e-04
240           	1.401655e-04	4.157530e-05	2.027750e-04
241           	1.392900e-04	4.126023e-05	2.009356e-04
242           	1.373609e-04	4.094736e-05	1.995884e-04
243           	1.371408e-04	4.063559e-05	1.980240e-04
244           	1.370952e-04	4.032495e-05	1.964346e-04
245           	1.364085e-04	4.000118e-05	1.947165e-04
246           	1.362847e-04	3.967830e-05	1.929618e-04
247           	1.360279e-04	3.936151e-05	1.911757e-04
248           	1.363337e-04	3.904922e-05	1.893369e-04
249           	1.362584e-04	3.873247e-05	1.874043e-04
250           	1.361119e-04	3.841595e-05	1.854430e-04
251           	1.361185e-04	3.809819e-05	1.834323e-04
252           	1.360060e-04	3.778677e-05	1.814087e-04
253           	1.360686e-04	3.749512e-05	1.793505e-04
254           	1.360331e-04	3.721562e-05	1.772369e-04
255           	1.352250e-04	3.694477e-05	1.751242e-04
256           	1.358309e-04	3.668318e-05	1.729298e-04
257           	1.364290e-04	3.643107e-05	1.707601e-04
258           	1.354491e-04	3.619034e-05	1.686533e-04
259           	1.351064e-04	3.595606e-05	1.664517e-04
260           	1.353449e-04	3.572119e-05	1.642379e-04
261           	1.349016e-04	3.548726e-05	1.620391e-04
262           	1.339238e-04	3.525224e-05	1.598385e-04
263           	1.340913e-04	3.501423e-05	1.576858e-04
264           	1.333677e-04	3.477867e-05	1.555278e-04
265           	1.329206e-04	3.454333e-05	1.532399e-04
266           	1.323116e-04	3.429533e-05	1.510218e-04
267           	1.319336e-04	3.404143e-05	1.488242e-04
268           	1.322683e-04	3.378652e-05	1.466512e-04
269           	1.315989e-04	3.353801e-05	1.445007e-04
270           	1.304314e-04	3.328901e-05	1.423199e-04
271           	1.291829e-04	3.302935e-05	1.401607e-04
272           	1.284559e-04	3.275806e-05	1.379632e-04
273           	1.286601e-04	3.249612e-05	1.358009e-04
274           	1.277648e-04	3.223386e-05	1.337153e-04
275           	1.260931e-04	3.196596e-05	1.317203e-04
276           	1.249650e-04	3.169821e-05	1.296071e-04
277           	1.238977e-04	3.142263e-05	1.275179e-04
278           	1.238035e-04	3.114899e-05	1.254615e-04
279           	1.232591e-04	3.086591e-05	1.234993e-04
280           	1.220080e-04	3.059590e-05	1.215009e-04
281           	1.209884e-04	3.034317e-05	1.194464e-04
282           	1.196506e-04	3.009375e-05	1.173723e-04
283           	1.186639e-04	2.984577e-05	1.153407e-04
284           	1.174003e-04	2.959734e-05	1.134030e-04
285           	1.171266e-04	2.936320e-05	1.114311e-04
286           	1.164321e-04	2.913396e-05	1.094935e-04
287           	1.148809e-04	2.890248e-05	1.075765e-04
288           	1.132850e-04	2.866670e-05	1.056748e-04
289           	1.117104e-04	2.843007e-05	1.038143e-04
