"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99813,0,0,0,-0.14336,0.63933,-0.041589,0
99825,0,0,0,-0.13404,0.65512,-0.040122,0.01
99825,0,0,0,-0.13404,0.65512,-0.040122,0
99837,0,0,0,-0.12472,0.67075,-0.038631,0.01
99837,0,0,0,-0.12472,0.67075,-0.038631,0
99850,0,0,0,-0.11539,0.68621,-0.037119,0.01
99850,0,0,0,-0.11539,0.68621,-0.037119,0
99862,0,0,0,-0.10599,0.7015,-0.035586,0.01
99862,0,0,0,-0.10599,0.7015,-0.035586,0
99874,0,0,0,-0.096518,0.71663,-0.034036,0.01
99874,0,0,0,-0.096518,0.71663,-0.034036,0
99887,0,0,0,-0.086962,0.73161,-0.03247,0.01
99887,0,0,0,-0.086962,0.73161,-0.03247,0
99899,0,0,0,-0.077328,0.74642,-0.03089,0.01
99899,0,0,0,-0.077328,0.74642,-0.03089,0
99912,0,0,0,-0.067587,0.76108,-0.029298,0.01
99912,0,0,0,-0.067587,0.76108,-0.029298,0
99925,0,0,0,-0.057689,0.77558,-0.027695,0.01
99925,0,0,0,-0.057689,0.77558,-0.027695,0
99938,0,0,0,-0.047636,0.78993,-0.026084,0.01
99938,0,0,0,-0.047636,0.78993,-0.026084,0
99951,0,0,0,-0.03739,0.80413,-0.024464,0.01
99951,0,0,0,-0.03739,0.80413,-0.024464,0
99965,0,0,0,-0.026917,0.81818,-0.022839,0.01
99965,0,0,0,-0.026917,0.81818,-0.022839,0
99979,0,0,0,-0.016174,0.83208,-0.021208,0.01
99979,0,0,0,-0.016174,0.83208,-0.021208,0
99994,0,0,0,-0.0049698,0.84583,-0.019573,0.01
99994,0,0,0,-0.0049698,0.84583,-0.019573,0
1.0001e+05,0,0,0,0.0065404,0.85944,-0.017935,0.01
1.0001e+05,0,0,0,0.0065404,0.85944,-0.017935,0
1.0002e+05,0,0,0,0.018434,0.8729,-0.016296,0.01
1.0002e+05,0,0,0,0.018434,0.8729,-0.016296,0
1.0004e+05,0,0,0,0.030712,0.88622,-0.014656,0.01
1.0004e+05,0,0,0,0.030712,0.88622,-0.014656,0
1.0006e+05,0,0,0,0.043379,0.89941,-0.013016,0.01
1.0006e+05,0,0,0,0.043379,0.89941,-0.013016,0
1.0007e+05,0,0,0,0.057191,0.91245,-0.011377,0.01
1.0007e+05,0,0,0,0.057191,0.91245,-0.011377,0
1.0009e+05,0,0,0,0.072155,0.92536,-0.0097399,0.01
1.0009e+05,0,0,0,0.072155,0.92536,-0.0097399,0
1.0011e+05,0,0,0,0.087885,0.93813,-0.0081056,0.01
1.0011e+05,0,0,0,0.087885,0.93813,-0.0081056,0
1.0014e+05,0,0,0,0.10477,0.95077,-0.0064747,0.01
1.0014e+05,0,0,0,0.10477,0.95077,-0.0064747,0
1.0016e+05,0,0,0,0.12319,0.96327,-0.0048481,0.01
1.0016e+05,0,0,0,0.12319,0.96327,-0.0048481,0
1.0019e+05,0,0,0,0.14391,0.97564,-0.0032263,0.01
1.0019e+05,0,0,0,0.14391,0.97564,-0.0032263,0
1.0022e+05,0,0,0,0.16693,0.98789,-0.0016101,0.01
1.0022e+05,0,0,0,0.16693,0.98789,-0.0016101,0
1.0023e+05,0,0,0,0.17879,1,0,0.01
1.0023e+05,0,0,0,0.17879,1,0,0
