# Force coefficient bins
# bins        : 31
# start       : 4.122115e-05
# delta       : 3.225996e-02
# direction   : (1.000000e+00 0.000000e+00 0.000000e+00)
# x co-ords  :	3.230118e-02	6.456114e-02	9.682110e-02	1.290811e-01	1.613410e-01	1.936010e-01	2.258609e-01	2.581209e-01	2.903809e-01	3.226408e-01	3.549008e-01	3.871607e-01	4.194207e-01	4.516807e-01	4.839406e-01	5.162006e-01	5.484605e-01	5.807205e-01	6.129805e-01	6.452404e-01	6.775004e-01	7.097604e-01	7.420203e-01	7.742803e-01	8.065402e-01	8.388002e-01	8.710602e-01	9.033201e-01	9.355801e-01	9.678400e-01	1.000100e+00
# y co-ords  :	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
# z co-ords  :	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
# Time        	Cm(0)         	Cd(0)         	Cl(0)         	Cm(1)         	Cd(1)         	Cl(1)         	Cm(2)         	Cd(2)         	Cl(2)         	Cm(3)         	Cd(3)         	Cl(3)         	Cm(4)         	Cd(4)         	Cl(4)         	Cm(5)         	Cd(5)         	Cl(5)         	Cm(6)         	Cd(6)         	Cl(6)         	Cm(7)         	Cd(7)         	Cl(7)         	Cm(8)         	Cd(8)         	Cl(8)         	Cm(9)         	Cd(9)         	Cl(9)         	Cm(10)        	Cd(10)        	Cl(10)        	Cm(11)        	Cd(11)        	Cl(11)        	Cm(12)        	Cd(12)        	Cl(12)        	Cm(13)        	Cd(13)        	Cl(13)        	Cm(14)        	Cd(14)        	Cl(14)        	Cm(15)        	Cd(15)        	Cl(15)        	Cm(16)        	Cd(16)        	Cl(16)        	Cm(17)        	Cd(17)        	Cl(17)        	Cm(18)        	Cd(18)        	Cl(18)        	Cm(19)        	Cd(19)        	Cl(19)        	Cm(20)        	Cd(20)        	Cl(20)        	Cm(21)        	Cd(21)        	Cl(21)        	Cm(22)        	Cd(22)        	Cl(22)        	Cm(23)        	Cd(23)        	Cl(23)        	Cm(24)        	Cd(24)        	Cl(24)        	Cm(25)        	Cd(25)        	Cl(25)        	Cm(26)        	Cd(26)        	Cl(26)        	Cm(27)        	Cd(27)        	Cl(27)        	Cm(28)        	Cd(28)        	Cl(28)        	Cm(29)        	Cd(29)        	Cl(29)        	Cm(30)        	Cd(30)        	Cl(30)        
1             	3.788598e+01	-2.888430e+02	-1.746506e+02	1.120515e+02	-4.502832e+02	-5.696940e+02	2.138863e+02	-6.094932e+02	-1.217695e+03	3.281489e+02	-7.574043e+02	-2.118371e+03	4.364838e+02	-8.793125e+02	-3.227510e+03	5.367082e+02	-9.824524e+02	-4.706530e+03	6.007495e+02	-1.049202e+03	-6.459667e+03	6.059889e+02	-1.080606e+03	-8.780945e+03	5.785608e+02	-1.080170e+03	-9.866894e+03	4.661188e+02	-1.060353e+03	-1.205678e+04	2.751014e+02	-1.024865e+03	-1.428176e+04	2.681121e+00	-9.823042e+02	-1.655253e+04	-3.544397e+02	-9.383746e+02	-1.887735e+04	-7.998879e+02	-8.961819e+02	-2.126308e+04	-1.337573e+03	-8.564621e+02	-2.371584e+04	-1.971884e+03	-8.178262e+02	-2.624219e+04	-2.707904e+03	-7.769983e+02	-2.884964e+04	-3.551733e+03	-7.290441e+02	-3.154736e+04	-4.510988e+03	-6.675933e+02	-3.434705e+04	-5.595282e+03	-5.850199e+02	-3.726344e+04	-7.483768e+03	-4.021713e+02	-4.189836e+04	-8.941846e+03	-2.262956e+02	-4.519775e+04	-1.058491e+04	5.870108e+00	-4.870139e+04	-1.346307e+04	4.875000e+02	-5.443223e+04	-1.571835e+04	9.185877e+02	-5.865224e+04	-1.975904e+04	1.773452e+03	-6.578558e+04	-2.489139e+04	2.947362e+03	-7.428361e+04	-2.920846e+04	3.964236e+03	-8.108982e+04	-3.796547e+04	6.008050e+03	-9.425710e+04	-5.288250e+04	9.257915e+03	-1.155306e+05	1.037406e+05	3.408332e+07	-1.775028e+05
2             	2.664930e+07	-1.092299e+08	-1.231630e+08	9.410227e+07	-2.374322e+08	-4.834335e+08	2.079262e+08	-4.145052e+08	-1.210401e+09	3.689585e+08	-6.321611e+08	-2.485912e+09	5.592604e+08	-8.625753e+08	-4.443952e+09	7.764148e+08	-1.105940e+09	-7.670961e+09	9.444715e+08	-1.301072e+09	-1.232508e+10	9.596702e+08	-1.414136e+09	-1.951589e+10	8.690822e+08	-1.416234e+09	-2.311189e+10	4.702786e+08	-1.345567e+09	-3.085952e+10	-2.642699e+08	-1.200198e+09	-3.940142e+10	-1.399593e+09	-1.006139e+09	-4.885174e+10	-3.014333e+09	-7.833004e+08	-5.935013e+10	-5.203205e+09	-5.439195e+08	-7.105934e+10	-8.077801e+09	-2.907106e+08	-8.415784e+10	-1.177000e+10	-1.447181e+07	-9.884799e+10	-1.643237e+10	3.084241e+08	-1.153495e+11	-2.224212e+10	7.190054e+08	-1.339074e+11	-2.941050e+10	1.278842e+09	-1.548133e+11	-3.818930e+10	2.073059e+09	-1.784098e+11	-5.507889e+10	3.958805e+09	-2.198166e+11	-6.942737e+10	5.903925e+09	-2.522709e+11	-8.689745e+10	8.634407e+09	-2.895109e+11	-1.206839e+11	1.479246e+10	-3.567387e+11	-1.498972e+11	2.079072e+10	-4.113911e+11	-2.080204e+11	3.385722e+10	-5.139460e+11	-2.917819e+11	5.396842e+10	-6.525733e+11	-3.690655e+11	7.289996e+10	-7.744121e+11	-5.236953e+11	1.101170e+11	-1.007090e+12	-3.570004e+11	7.517642e+10	-7.749004e+11	-1.576848e+15	-2.739474e+17	6.581344e+13
3             	-1.009329e+16	-2.737825e+17	4.597171e+16	-2.866856e+16	-3.648680e+17	1.443761e+17	-5.016254e+16	-4.188652e+17	2.800490e+17	-7.461974e+16	-4.546148e+17	4.706993e+17	-9.805397e+16	-4.790875e+17	7.109137e+17	-1.177262e+17	-4.960024e+17	1.006378e+18	-1.299366e+17	-5.084845e+17	1.352026e+18	-1.303959e+17	-5.194828e+17	1.823475e+18	-1.243962e+17	-5.230943e+17	2.051631e+18	-9.983571e+16	-5.271855e+17	2.521701e+18	-5.759791e+16	-5.266585e+17	3.010578e+18	3.296131e+15	-5.209336e+17	3.517764e+18	8.352559e+16	-5.094818e+17	4.041414e+18	1.835811e+17	-4.917920e+17	4.579927e+18	3.036554e+17	-4.673481e+17	5.131248e+18	4.435138e+17	-4.355635e+17	5.692534e+18	6.023352e+17	-3.957017e+17	6.259885e+18	7.786582e+17	-3.467568e+17	6.828520e+18	9.701446e+17	-2.873019e+17	7.392322e+18	1.173611e+18	-2.153381e+17	7.944272e+18	1.491630e+18	-7.766330e+16	8.731422e+18	1.703705e+18	3.966220e+16	9.214369e+18	1.906035e+18	1.834831e+17	9.647824e+18	2.156036e+18	4.650483e+17	1.014734e+19	2.236506e+18	7.152248e+17	1.029675e+19	2.003869e+18	1.257234e+18	9.885218e+18	5.025394e+17	2.248654e+18	7.402430e+18	-2.651613e+18	3.548212e+18	2.428251e+18	-1.722617e+19	8.042796e+18	-1.944185e+19	-7.928538e+19	2.291298e+19	-1.075961e+20	6.344472e+25	1.068713e+28	2.307608e+22
