# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 5.105270e+01
# lRef        : 1.000000e+00
# Aref        : 1.190359e-03
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
30            	1.709677e-02	1.149734e-01	1.464532e-01	9.032335e-02	5.612982e-02
31            	-1.177864e-02	1.094690e-01	1.617982e-01	6.912047e-02	9.267775e-02
32            	-2.558813e-02	9.298305e-02	1.918357e-02	-1.599635e-02	3.517992e-02
33            	-1.176940e-02	8.269977e-02	-1.029158e-01	-6.322732e-02	-3.968852e-02
34            	1.078789e-02	8.394852e-02	-8.683760e-02	-3.263091e-02	-5.420669e-02
35            	1.950604e-02	9.306380e-02	2.448325e-02	3.174766e-02	-7.264410e-03
36            	9.078159e-03	1.011140e-01	9.581575e-02	5.698603e-02	3.882972e-02
37            	-7.231813e-03	1.042313e-01	6.639620e-02	2.596628e-02	4.042991e-02
38            	-1.377234e-02	1.006453e-01	-1.384098e-02	-2.069283e-02	6.851853e-03
39            	-7.062365e-03	9.466757e-02	-5.736334e-02	-3.574403e-02	-2.161930e-02
40            	2.540972e-03	9.117152e-02	-3.644437e-02	-1.568121e-02	-2.076315e-02
41            	6.637509e-03	9.261233e-02	1.605495e-02	1.466498e-02	1.389966e-03
42            	5.668835e-03	9.719862e-02	4.951928e-02	3.042847e-02	1.909080e-02
43            	4.289618e-03	1.001148e-01	4.632595e-02	2.745259e-02	1.887336e-02
44            	3.141873e-03	9.905100e-02	1.849391e-02	1.238883e-02	6.105082e-03
45            	-3.113254e-05	9.482142e-02	-9.682998e-03	-4.872631e-03	-4.810366e-03
46            	-5.820164e-03	9.103171e-02	-2.461021e-02	-1.812527e-02	-6.484941e-03
47            	-8.172708e-03	9.049473e-02	-1.969232e-02	-1.801887e-02	-1.673451e-03
48            	-2.557628e-03	9.234607e-02	2.291661e-03	-1.411798e-03	3.703459e-03
49            	8.846775e-03	9.370310e-02	3.114314e-02	2.441835e-02	6.724795e-03
50            	1.609301e-02	9.285093e-02	4.699778e-02	3.959190e-02	7.405884e-03
51            	1.115401e-02	9.052770e-02	3.623086e-02	2.926944e-02	6.961423e-03
52            	-3.174089e-03	8.863777e-02	3.159477e-03	-1.594351e-03	4.753827e-03
53            	-1.381491e-02	8.849201e-02	-2.455092e-02	-2.609037e-02	1.539449e-03
54            	-1.171410e-02	8.981735e-02	-2.627366e-02	-2.485093e-02	-1.422731e-03
55            	1.797236e-03	9.093881e-02	6.546849e-04	2.124579e-03	-1.469894e-03
56            	1.458881e-02	9.057857e-02	3.308992e-02	3.113378e-02	1.956146e-03
57            	1.535721e-02	8.889534e-02	4.351277e-02	3.711359e-02	6.399179e-03
58            	3.911467e-03	8.732731e-02	2.472251e-02	1.627272e-02	8.449788e-03
59            	-9.305793e-03	8.709279e-02	-5.084832e-03	-1.184821e-02	6.763377e-03
60            	-1.321787e-02	8.860537e-02	-2.064155e-02	-2.353864e-02	2.897094e-03
61            	-5.779270e-03	9.052747e-02	-1.125903e-02	-1.140878e-02	1.497564e-04
62            	5.340292e-03	9.136463e-02	1.161029e-02	1.114544e-02	4.648541e-04
63            	1.043158e-02	9.048890e-02	2.715528e-02	2.400922e-02	3.146060e-03
64            	6.185857e-03	8.868212e-02	2.390396e-02	1.813784e-02	5.766122e-03
65            	-2.574391e-03	8.728059e-02	7.663837e-03	1.257527e-03	6.406310e-03
66            	-8.114088e-03	8.737237e-02	-6.172984e-03	-1.120058e-02	5.027596e-03
67            	-6.900027e-03	8.883051e-02	-7.540994e-03	-1.067052e-02	3.129530e-03
68            	-1.459403e-03	9.068757e-02	1.650092e-03	-6.343564e-04	2.284449e-03
69            	2.887691e-03	9.162307e-02	1.142728e-02	8.601333e-03	2.825950e-03
70            	3.047963e-03	9.114234e-02	1.427837e-02	1.018715e-02	4.091223e-03
71            	3.444591e-05	8.964557e-02	9.813633e-03	4.941263e-03	4.872371e-03
72            	-2.821292e-03	8.826317e-02	3.590594e-03	-1.025995e-03	4.616589e-03
73            	-3.293057e-03	8.792722e-02	8.293680e-04	-2.878373e-03	3.707741e-03
74            	-1.779165e-03	8.886213e-02	2.450395e-03	-5.539674e-04	3.004362e-03
75            	-4.216779e-04	9.036651e-02	5.068512e-03	2.112578e-03	2.955934e-03
76            	-5.847378e-04	9.150688e-02	5.717321e-03	2.273923e-03	3.443398e-03
77            	-1.733867e-03	9.158833e-02	4.495155e-03	5.137111e-04	3.981444e-03
78            	-2.317934e-03	9.076565e-02	3.490386e-03	-5.727407e-04	4.063127e-03
79            	-1.416841e-03	8.966449e-02	4.476040e-03	8.211792e-04	3.654861e-03
80            	4.031904e-04	8.905269e-02	7.027468e-03	3.916924e-03	3.110544e-03
81            	1.446731e-03	8.923308e-02	8.528860e-03	5.711162e-03	2.817699e-03
82            	6.501689e-04	9.004242e-02	7.328207e-03	4.314272e-03	3.013935e-03
83            	-1.487173e-03	9.087182e-02	4.107029e-03	5.663414e-04	3.540687e-03
84            	-3.310597e-03	9.132642e-02	1.394476e-03	-2.613359e-03	4.007835e-03
85            	-3.397320e-03	9.121412e-02	1.349838e-03	-2.722402e-03	4.072239e-03
86            	-1.543926e-03	9.077656e-02	4.317164e-03	6.146555e-04	3.702508e-03
87            	1.053554e-03	9.039444e-02	8.439111e-03	5.273109e-03	3.166002e-03
88            	2.660715e-03	9.034863e-02	1.094701e-02	8.134220e-03	2.812791e-03
89            	2.276652e-03	9.058114e-02	1.031099e-02	7.432147e-03	2.878843e-03
90            	2.418811e-04	9.095453e-02	7.133400e-03	3.808581e-03	3.324819e-03
91            	-2.060374e-03	9.120102e-02	3.596785e-03	-2.619818e-04	3.858767e-03
92            	-3.165971e-03	9.127550e-02	1.965061e-03	-2.183440e-03	4.148501e-03
93            	-2.474960e-03	9.117350e-02	3.095506e-03	-9.272077e-04	4.022713e-03
94            	-5.211004e-04	9.109778e-02	6.103861e-03	2.530830e-03	3.573031e-03
95            	1.475090e-03	9.109888e-02	9.120168e-03	6.035174e-03	3.084995e-03
96            	2.461066e-03	9.122997e-02	1.060679e-02	7.764463e-03	2.842330e-03
97            	2.008057e-03	9.137005e-02	9.935367e-03	6.975741e-03	2.959626e-03
98            	5.638772e-04	9.150357e-02	7.808337e-03	4.468046e-03	3.340291e-03
99            	-9.743632e-04	9.154524e-02	5.537792e-03	1.794533e-03	3.743259e-03
100           	-1.760186e-03	9.155045e-02	4.359620e-03	4.196243e-04	3.939996e-03
101           	-1.456888e-03	9.150832e-02	4.767772e-03	9.269982e-04	3.840774e-03
102           	-3.427727e-04	9.152502e-02	6.365990e-03	2.840222e-03	3.525768e-03
103           	9.104966e-04	9.156089e-02	8.161386e-03	4.991190e-03	3.170197e-03
104           	1.731500e-03	9.166826e-02	9.455126e-03	6.459063e-03	2.996063e-03
105           	1.810427e-03	9.175560e-02	9.712673e-03	6.666763e-03	3.045910e-03
106           	1.259204e-03	9.183985e-02	9.032540e-03	5.775474e-03	3.257065e-03
107           	4.769468e-04	9.186187e-02	7.972138e-03	4.463016e-03	3.509122e-03
108           	-1.304033e-04	9.187839e-02	7.067953e-03	3.403573e-03	3.664380e-03
109           	-2.954537e-04	9.182078e-02	6.742545e-03	3.075819e-03	3.666726e-03
110           	2.386920e-05	9.181488e-02	7.150886e-03	3.599312e-03	3.551574e-03
111           	6.006362e-04	9.182157e-02	7.983395e-03	4.592333e-03	3.391061e-03
112           	1.192117e-03	9.189837e-02	8.937267e-03	5.660751e-03	3.276516e-03
113           	1.538432e-03	9.197240e-02	9.598810e-03	6.337837e-03	3.260973e-03
114           	1.568197e-03	9.206121e-02	9.787023e-03	6.461708e-03	3.325315e-03
115           	1.287893e-03	9.208889e-02	9.427527e-03	6.001656e-03	3.425870e-03
116           	9.539068e-04	9.210917e-02	9.007406e-03	5.457610e-03	3.549796e-03
117           	6.631601e-04	9.207761e-02	8.561978e-03	4.944149e-03	3.617829e-03
118           	5.486256e-04	9.207249e-02	8.333587e-03	4.715419e-03	3.618168e-03
119           	6.600102e-04	9.205260e-02	8.494322e-03	4.907171e-03	3.587151e-03
120           	9.320672e-04	9.208133e-02	8.960995e-03	5.412565e-03	3.548430e-03
121           	1.211220e-03	9.209549e-02	9.484335e-03	5.953388e-03	3.530947e-03
122           	1.390883e-03	9.214445e-02	9.851670e-03	6.316718e-03	3.534952e-03
123           	1.370552e-03	9.216647e-02	9.832602e-03	6.286854e-03	3.545749e-03
124           	1.265144e-03	9.220329e-02	9.725860e-03	6.128074e-03	3.597786e-03
125           	1.102631e-03	9.220157e-02	9.520225e-03	5.862743e-03	3.657481e-03
126           	9.457965e-04	9.222062e-02	9.277290e-03	5.584441e-03	3.692848e-03
127           	8.663265e-04	9.221036e-02	9.140313e-03	5.436483e-03	3.703830e-03
128           	8.930243e-04	9.222584e-02	9.193831e-03	5.489940e-03	3.703891e-03
129           	1.001227e-03	9.221034e-02	9.433234e-03	5.717844e-03	3.715390e-03
130           	1.138879e-03	9.222576e-02	9.716656e-03	5.997207e-03	3.719449e-03
131           	1.210302e-03	9.221218e-02	9.877918e-03	6.149260e-03	3.728657e-03
132           	1.199974e-03	9.223540e-02	9.884045e-03	6.141996e-03	3.742049e-03
133           	1.137040e-03	9.223471e-02	9.798954e-03	6.036517e-03	3.762437e-03
134           	1.066105e-03	9.224801e-02	9.683647e-03	5.907928e-03	3.775719e-03
135           	1.019044e-03	9.223830e-02	9.624001e-03	5.831044e-03	3.792957e-03
136           	1.012535e-03	9.226449e-02	9.659638e-03	5.842354e-03	3.817284e-03
137           	1.028105e-03	9.226140e-02	9.745052e-03	5.900631e-03	3.844421e-03
138           	1.048383e-03	9.227877e-02	9.843770e-03	5.970268e-03	3.873502e-03
139           	1.072256e-03	9.225897e-02	9.920479e-03	6.032496e-03	3.887984e-03
140           	1.080924e-03	9.226572e-02	9.951662e-03	6.056755e-03	3.894907e-03
141           	1.072459e-03	9.224474e-02	9.951365e-03	6.048142e-03	3.903223e-03
142           	1.061296e-03	9.225833e-02	9.951936e-03	6.037264e-03	3.914672e-03
143           	1.054879e-03	9.224040e-02	9.973787e-03	6.041773e-03	3.932014e-03
144           	1.053410e-03	9.225715e-02	1.000397e-02	6.055394e-03	3.948575e-03
145           	1.049636e-03	9.224549e-02	1.003972e-02	6.069494e-03	3.970222e-03
146           	1.045227e-03	9.226685e-02	1.008374e-02	6.087095e-03	3.996641e-03
147           	1.030432e-03	9.225692e-02	1.010662e-02	6.083741e-03	4.022877e-03
148           	1.010019e-03	9.227360e-02	1.010569e-02	6.062863e-03	4.042824e-03
149           	9.986205e-04	9.225421e-02	1.012660e-02	6.061923e-03	4.064682e-03
150           	9.923967e-04	9.226236e-02	1.013384e-02	6.059318e-03	4.074525e-03
151           	9.859321e-04	9.224247e-02	1.013296e-02	6.052414e-03	4.080549e-03
152           	9.876538e-04	9.225423e-02	1.016056e-02	6.067936e-03	4.092628e-03
153           	9.846373e-04	9.224084e-02	1.018880e-02	6.079035e-03	4.109761e-03
154           	9.857538e-04	9.225022e-02	1.024136e-02	6.106433e-03	4.134925e-03
155           	9.695015e-04	9.222924e-02	1.024467e-02	6.091839e-03	4.152836e-03
156           	9.454602e-04	9.224812e-02	1.023367e-02	6.062295e-03	4.171375e-03
157           	9.192496e-04	9.223842e-02	1.021800e-02	6.028247e-03	4.189748e-03
158           	9.030808e-04	9.225384e-02	1.021423e-02	6.010194e-03	4.204033e-03
159           	8.886646e-04	9.223722e-02	1.020728e-02	5.992303e-03	4.214974e-03
160           	8.881106e-04	9.224517e-02	1.022920e-02	6.002711e-03	4.226490e-03
161           	8.850480e-04	9.222608e-02	1.024668e-02	6.008390e-03	4.238294e-03
162           	8.812717e-04	9.224069e-02	1.026977e-02	6.016158e-03	4.253615e-03
163           	8.684976e-04	9.222534e-02	1.027600e-02	6.006498e-03	4.269503e-03
164           	8.539424e-04	9.223945e-02	1.026937e-02	5.988627e-03	4.280742e-03
165           	8.279056e-04	9.221595e-02	1.023717e-02	5.946489e-03	4.290677e-03
166           	8.152906e-04	9.223014e-02	1.023094e-02	5.930761e-03	4.300180e-03
167           	8.081336e-04	9.221694e-02	1.024415e-02	5.930211e-03	4.313943e-03
168           	8.044426e-04	9.223265e-02	1.026329e-02	5.936090e-03	4.327205e-03
169           	7.951638e-04	9.221683e-02	1.026415e-02	5.927241e-03	4.336913e-03
170           	7.868092e-04	9.223027e-02	1.025987e-02	5.916744e-03	4.343125e-03
171           	7.779245e-04	9.221384e-02	1.025596e-02	5.905904e-03	4.350055e-03
172           	7.654870e-04	9.222577e-02	1.024536e-02	5.888166e-03	4.357192e-03
173           	7.530845e-04	9.220830e-02	1.023811e-02	5.872137e-03	4.365968e-03
174           	7.469971e-04	9.222162e-02	1.024067e-02	5.867334e-03	4.373340e-03
175           	7.411013e-04	9.220611e-02	1.024441e-02	5.863307e-03	4.381104e-03
176           	7.371622e-04	9.221972e-02	1.024736e-02	5.860844e-03	4.386520e-03
177           	7.268766e-04	9.220150e-02	1.024344e-02	5.848598e-03	4.394845e-03
178           	7.144421e-04	9.221391e-02	1.022699e-02	5.827935e-03	4.399050e-03
179           	7.076963e-04	9.219837e-02	1.022197e-02	5.818680e-03	4.403288e-03
180           	7.116177e-04	9.221275e-02	1.022791e-02	5.825570e-03	4.402335e-03
181           	7.087982e-04	9.219842e-02	1.022934e-02	5.823469e-03	4.405873e-03
182           	7.054798e-04	9.221232e-02	1.023330e-02	5.822129e-03	4.411169e-03
183           	6.980039e-04	9.219572e-02	1.023184e-02	5.813925e-03	4.417917e-03
184           	6.892939e-04	9.220796e-02	1.022312e-02	5.800853e-03	4.422265e-03
185           	6.772828e-04	9.219053e-02	1.020122e-02	5.777893e-03	4.423327e-03
186           	6.748648e-04	9.220344e-02	1.018492e-02	5.767323e-03	4.417593e-03
187           	6.770720e-04	9.218813e-02	1.018483e-02	5.769487e-03	4.415343e-03
188           	6.794755e-04	9.220257e-02	1.019008e-02	5.774518e-03	4.415567e-03
189           	6.785884e-04	9.218652e-02	1.019692e-02	5.777047e-03	4.419870e-03
190           	6.767733e-04	9.219937e-02	1.020011e-02	5.776829e-03	4.423283e-03
191           	6.692512e-04	9.218167e-02	1.019262e-02	5.765561e-03	4.427058e-03
192           	6.659942e-04	9.219473e-02	1.017638e-02	5.754185e-03	4.422197e-03
193           	6.620594e-04	9.217914e-02	1.015471e-02	5.739414e-03	4.415295e-03
194           	6.638654e-04	9.219294e-02	1.014996e-02	5.738848e-03	4.411117e-03
195           	6.656094e-04	9.217638e-02	1.014256e-02	5.736890e-03	4.405671e-03
196           	6.663045e-04	9.219033e-02	1.014466e-02	5.738634e-03	4.406025e-03
197           	6.652403e-04	9.217397e-02	1.014632e-02	5.738399e-03	4.407919e-03
198           	6.647384e-04	9.218626e-02	1.014314e-02	5.736311e-03	4.406834e-03
199           	6.636424e-04	9.217005e-02	1.013411e-02	5.730698e-03	4.403413e-03
200           	6.660648e-04	9.218342e-02	1.012259e-02	5.727359e-03	4.395229e-03
201           	6.647637e-04	9.216683e-02	1.010943e-02	5.719478e-03	4.389950e-03
202           	6.674253e-04	9.217976e-02	1.010382e-02	5.719338e-03	4.384487e-03
203           	6.679855e-04	9.216311e-02	1.010190e-02	5.718935e-03	4.382964e-03
204           	6.713849e-04	9.217564e-02	1.010084e-02	5.721804e-03	4.379034e-03
205           	6.725927e-04	9.215937e-02	1.009519e-02	5.720189e-03	4.375004e-03
206           	6.747333e-04	9.217266e-02	1.008944e-02	5.719453e-03	4.369986e-03
207           	6.749926e-04	9.215585e-02	1.007836e-02	5.714175e-03	4.364190e-03
208           	6.764893e-04	9.216896e-02	1.006838e-02	5.710678e-03	4.357699e-03
209           	6.781009e-04	9.215215e-02	1.006032e-02	5.708259e-03	4.352058e-03
210           	6.816950e-04	9.216496e-02	1.005609e-02	5.709740e-03	4.346350e-03
211           	6.841429e-04	9.214827e-02	1.005268e-02	5.710482e-03	4.342196e-03
212           	6.875635e-04	9.216120e-02	1.004661e-02	5.710870e-03	4.335743e-03
213           	6.885296e-04	9.214470e-02	1.004139e-02	5.709227e-03	4.332168e-03
214           	6.921452e-04	9.215743e-02	1.003518e-02	5.709736e-03	4.325446e-03
215           	6.951242e-04	9.214014e-02	1.002830e-02	5.709276e-03	4.319028e-03
216           	6.986212e-04	9.215271e-02	1.002296e-02	5.710103e-03	4.312860e-03
217           	7.009187e-04	9.213579e-02	1.001792e-02	5.709880e-03	4.308043e-03
218           	7.024633e-04	9.214880e-02	1.001322e-02	5.709075e-03	4.304149e-03
219           	7.045204e-04	9.213210e-02	1.000769e-02	5.708363e-03	4.299322e-03
220           	7.094850e-04	9.214475e-02	1.000292e-02	5.710945e-03	4.291975e-03
221           	7.134093e-04	9.212791e-02	9.997107e-03	5.711963e-03	4.285144e-03
222           	7.168241e-04	9.214061e-02	9.991349e-03	5.712499e-03	4.278850e-03
223           	7.182973e-04	9.212382e-02	9.984892e-03	5.710743e-03	4.274149e-03
224           	7.201012e-04	9.213640e-02	9.979731e-03	5.709967e-03	4.269764e-03
225           	7.216858e-04	9.211936e-02	9.974675e-03	5.709023e-03	4.265652e-03
226           	7.258173e-04	9.213163e-02	9.971076e-03	5.711355e-03	4.259721e-03
227           	7.295641e-04	9.211447e-02	9.967591e-03	5.713360e-03	4.254232e-03
228           	7.321403e-04	9.212735e-02	9.965422e-03	5.714851e-03	4.250571e-03
229           	7.340720e-04	9.211068e-02	9.962086e-03	5.715115e-03	4.246971e-03
230           	7.372694e-04	9.212284e-02	9.958616e-03	5.716577e-03	4.242038e-03
231           	7.409498e-04	9.210557e-02	9.954780e-03	5.718340e-03	4.236440e-03
232           	7.430870e-04	9.211808e-02	9.951291e-03	5.718733e-03	4.232558e-03
233           	7.444805e-04	9.210154e-02	9.947752e-03	5.718357e-03	4.229396e-03
234           	7.466243e-04	9.211407e-02	9.944075e-03	5.718662e-03	4.225413e-03
235           	7.479665e-04	9.209736e-02	9.940055e-03	5.717994e-03	4.222061e-03
236           	7.507338e-04	9.210949e-02	9.937254e-03	5.719361e-03	4.217893e-03
237           	7.530160e-04	9.209277e-02	9.935522e-03	5.720777e-03	4.214745e-03
238           	7.551709e-04	9.210530e-02	9.935020e-03	5.722681e-03	4.212339e-03
239           	7.573613e-04	9.208823e-02	9.933212e-03	5.723967e-03	4.209245e-03
240           	7.590056e-04	9.210045e-02	9.930888e-03	5.724450e-03	4.206438e-03
241           	7.610075e-04	9.208319e-02	9.927278e-03	5.724646e-03	4.202631e-03
242           	7.631389e-04	9.209538e-02	9.925836e-03	5.726057e-03	4.199779e-03
243           	7.656179e-04	9.207838e-02	9.926579e-03	5.728907e-03	4.197672e-03
244           	7.681411e-04	9.209083e-02	9.930412e-03	5.733347e-03	4.197065e-03
245           	7.698799e-04	9.207421e-02	9.933645e-03	5.736702e-03	4.196943e-03
246           	7.717782e-04	9.208675e-02	9.937681e-03	5.740619e-03	4.197062e-03
247           	7.722524e-04	9.206987e-02	9.937996e-03	5.741250e-03	4.196745e-03
248           	7.756253e-04	9.208157e-02	9.940914e-03	5.746082e-03	4.194832e-03
249           	7.754438e-04	9.206554e-02	9.941243e-03	5.746065e-03	4.195178e-03
250           	7.751029e-04	9.207882e-02	9.942588e-03	5.746397e-03	4.196191e-03
251           	7.737887e-04	9.206226e-02	9.940732e-03	5.744155e-03	4.196577e-03
252           	7.725999e-04	9.207456e-02	9.935465e-03	5.740332e-03	4.195132e-03
253           	7.697975e-04	9.205559e-02	9.923228e-03	5.731411e-03	4.191816e-03
254           	7.701471e-04	9.206901e-02	9.922724e-03	5.731509e-03	4.191215e-03
255           	7.718551e-04	9.205299e-02	9.924719e-03	5.734215e-03	4.190504e-03
256           	7.732870e-04	9.206573e-02	9.928816e-03	5.737695e-03	4.191121e-03
257           	7.736170e-04	9.204891e-02	9.932394e-03	5.739814e-03	4.192580e-03
258           	7.750338e-04	9.205976e-02	9.943434e-03	5.746751e-03	4.196683e-03
259           	7.753042e-04	9.204350e-02	9.946802e-03	5.748705e-03	4.198097e-03
260           	7.751920e-04	9.205651e-02	9.950751e-03	5.750567e-03	4.200184e-03
261           	7.735635e-04	9.203889e-02	9.954564e-03	5.750845e-03	4.203718e-03
262           	7.730081e-04	9.205220e-02	9.954219e-03	5.750118e-03	4.204101e-03
263           	7.716546e-04	9.203432e-02	9.950066e-03	5.746688e-03	4.203379e-03
264           	7.709273e-04	9.204753e-02	9.948535e-03	5.745195e-03	4.203340e-03
265           	7.680983e-04	9.203033e-02	9.947656e-03	5.741926e-03	4.205730e-03
266           	7.673161e-04	9.204369e-02	9.948265e-03	5.741449e-03	4.206817e-03
267           	7.663518e-04	9.202745e-02	9.948448e-03	5.740576e-03	4.207872e-03
268           	7.646932e-04	9.204010e-02	9.950608e-03	5.739997e-03	4.210611e-03
269           	7.621404e-04	9.202230e-02	9.955760e-03	5.740021e-03	4.215740e-03
270           	7.619382e-04	9.203467e-02	9.959635e-03	5.741756e-03	4.217879e-03
271           	7.619914e-04	9.201804e-02	9.961810e-03	5.742896e-03	4.218914e-03
272           	7.619370e-04	9.202990e-02	9.965035e-03	5.744454e-03	4.220580e-03
273           	7.605185e-04	9.201279e-02	9.967868e-03	5.744452e-03	4.223415e-03
274           	7.589853e-04	9.202540e-02	9.971512e-03	5.744741e-03	4.226771e-03
275           	7.577367e-04	9.200955e-02	9.972298e-03	5.743886e-03	4.228412e-03
276           	7.545625e-04	9.202250e-02	9.974448e-03	5.741786e-03	4.232661e-03
277           	7.526648e-04	9.200603e-02	9.974953e-03	5.740141e-03	4.234812e-03
278           	7.500554e-04	9.201834e-02	9.975212e-03	5.737662e-03	4.237551e-03
279           	7.487333e-04	9.200151e-02	9.975375e-03	5.736421e-03	4.238954e-03
280           	7.473833e-04	9.201345e-02	9.975873e-03	5.735320e-03	4.240553e-03
281           	7.465735e-04	9.199695e-02	9.976492e-03	5.734820e-03	4.241673e-03
282           	7.452985e-04	9.200949e-02	9.978480e-03	5.734539e-03	4.243942e-03
283           	7.434282e-04	9.199253e-02	9.980385e-03	5.733621e-03	4.246764e-03
284           	7.413644e-04	9.200499e-02	9.983594e-03	5.733161e-03	4.250433e-03
285           	7.391328e-04	9.198802e-02	9.986077e-03	5.732171e-03	4.253906e-03
286           	7.369543e-04	9.200021e-02	9.989790e-03	5.731849e-03	4.257941e-03
287           	7.366511e-04	9.198420e-02	9.990752e-03	5.732027e-03	4.258725e-03
288           	7.359524e-04	9.199760e-02	9.991905e-03	5.731905e-03	4.260000e-03
289           	7.344476e-04	9.198057e-02	9.992401e-03	5.730648e-03	4.261753e-03
290           	7.325436e-04	9.199270e-02	9.994249e-03	5.729668e-03	4.264581e-03
291           	7.311367e-04	9.197620e-02	9.994435e-03	5.728354e-03	4.266081e-03
292           	7.290207e-04	9.198870e-02	9.994622e-03	5.726332e-03	4.268290e-03
293           	7.266253e-04	9.197178e-02	9.993976e-03	5.723613e-03	4.270363e-03
294           	7.246288e-04	9.198447e-02	9.994031e-03	5.721644e-03	4.272387e-03
295           	7.230820e-04	9.196757e-02	9.994157e-03	5.720161e-03	4.273997e-03
296           	7.225245e-04	9.198029e-02	9.995448e-03	5.720249e-03	4.275199e-03
297           	7.221916e-04	9.196377e-02	9.996284e-03	5.720334e-03	4.275950e-03
298           	7.214663e-04	9.197648e-02	9.997951e-03	5.720442e-03	4.277509e-03
299           	7.203506e-04	9.195969e-02	9.998946e-03	5.719823e-03	4.279122e-03
300           	7.187187e-04	9.197213e-02	9.999598e-03	5.718518e-03	4.281080e-03
301           	7.167799e-04	9.195526e-02	9.998379e-03	5.715969e-03	4.282410e-03
302           	7.148901e-04	9.196791e-02	9.997068e-03	5.713424e-03	4.283644e-03
303           	7.135150e-04	9.195113e-02	9.995401e-03	5.711215e-03	4.284185e-03
304           	7.127666e-04	9.196049e-02	9.995205e-03	5.710369e-03	4.284836e-03
305           	7.124745e-04	9.194920e-02	9.996558e-03	5.710753e-03	4.285804e-03
306           	7.119523e-04	9.195785e-02	9.997361e-03	5.710633e-03	4.286728e-03
307           	7.110572e-04	9.194613e-02	9.997205e-03	5.709659e-03	4.287545e-03
308           	7.093474e-04	9.195453e-02	9.994087e-03	5.706391e-03	4.287696e-03
309           	7.075600e-04	9.194269e-02	9.990545e-03	5.702832e-03	4.287713e-03
310           	7.060466e-04	9.195125e-02	9.987832e-03	5.699963e-03	4.287869e-03
