"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99677.1,0,0,0,-0.247776,0.0272291,0.0273575,0.01
99662.4,0,0,0,-0.259094,0.0284531,0.0279138,0
99662.4,0,0,0,-0.259094,0.0284531,0.0279138,0.01
99648.5,0,0,0,-0.269687,0.0296871,0.0284595,0
99648.5,0,0,0,-0.269687,0.0296871,0.0284595,0.01
99635.6,0,0,0,-0.279621,0.0309306,0.0289948,0
99635.6,0,0,0,-0.279621,0.0309306,0.0289948,0.01
99623.4,0,0,0,-0.288985,0.0321839,0.0295204,0
99623.4,0,0,0,-0.288985,0.0321839,0.0295204,0.01
99612.1,0,0,0,-0.297617,0.0334468,0.0300365,0
99612.1,0,0,0,-0.297617,0.0334468,0.0300365,0.01
99601.5,0,0,0,-0.305752,0.0347182,0.0305433,0
99601.5,0,0,0,-0.305752,0.0347182,0.0305433,0.01
99591.5,0,0,0,-0.313426,0.0359984,0.0310412,0
99591.5,0,0,0,-0.313426,0.0359984,0.0310412,0.01
99582.2,0,0,0,-0.32056,0.0372875,0.0315305,0
99582.2,0,0,0,-0.32056,0.0372875,0.0315305,0.01
99573.4,0,0,0,-0.327352,0.0385851,0.0320116,0
99573.4,0,0,0,-0.327352,0.0385851,0.0320116,0.01
99565.1,0,0,0,-0.333683,0.0398912,0.0324846,0
99565.1,0,0,0,-0.333683,0.0398912,0.0324846,0.01
99557.4,0,0,0,-0.33963,0.0412053,0.0329499,0
99557.4,0,0,0,-0.33963,0.0412053,0.0329499,0.01
99550.1,0,0,0,-0.345229,0.0425272,0.0334074,0
99550.1,0,0,0,-0.345229,0.0425272,0.0334074,0.01
99543.4,0,0,0,-0.350408,0.043857,0.0338575,0
99543.4,0,0,0,-0.350408,0.043857,0.0338575,0.01
99537,0,0,0,-0.355318,0.0451946,0.0343006,0
99537,0,0,0,-0.355318,0.0451946,0.0343006,0.01
99531,0,0,0,-0.359922,0.0465399,0.0347366,0
99531,0,0,0,-0.359922,0.0465399,0.0347366,0.01
99525.2,0,0,0,-0.364299,0.0478928,0.035166,0
99525.2,0,0,0,-0.364299,0.0478928,0.035166,0.01
99519.8,0,0,0,-0.368483,0.0492531,0.0355887,0
99519.8,0,0,0,-0.368483,0.0492531,0.0355887,0.01
99514.8,0,0,0,-0.372356,0.0506209,0.036005,0
99514.8,0,0,0,-0.372356,0.0506209,0.036005,0.01
99510,0,0,0,-0.375965,0.051996,0.036415,0
99510,0,0,0,-0.375965,0.051996,0.036415,0.01
99505.6,0,0,0,-0.37934,0.0533783,0.0368189,0
99505.6,0,0,0,-0.37934,0.0533783,0.0368189,0.01
99501.5,0,0,0,-0.382487,0.0547678,0.0372168,0
99501.5,0,0,0,-0.382487,0.0547678,0.0372168,0.01
99497.7,0,0,0,-0.385437,0.0561645,0.037609,0
99497.7,0,0,0,-0.385437,0.0561645,0.037609,0.01
99494,0,0,0,-0.388242,0.0575682,0.0379954,0
99494,0,0,0,-0.388242,0.0575682,0.0379954,0.01
99490.6,0,0,0,-0.390886,0.058979,0.0383763,0
99490.6,0,0,0,-0.390886,0.058979,0.0383763,0.01
99487.3,0,0,0,-0.393422,0.0603964,0.0387517,0
99487.3,0,0,0,-0.393422,0.0603964,0.0387517,0.01
99484.2,0,0,0,-0.395796,0.0618207,0.0391217,0
99484.2,0,0,0,-0.395796,0.0618207,0.0391217,0.01
99481.4,0,0,0,-0.397984,0.0632519,0.0394865,0
99481.4,0,0,0,-0.397984,0.0632519,0.0394865,0.01
99478.8,0,0,0,-0.399944,0.06469,0.0398462,0
99478.8,0,0,0,-0.399944,0.06469,0.0398462,0.01
99476.4,0,0,0,-0.401785,0.066135,0.040201,0
99476.4,0,0,0,-0.401785,0.066135,0.040201,0.01
99474.1,0,0,0,-0.403547,0.0675867,0.0405508,0
99474.1,0,0,0,-0.403547,0.0675867,0.0405508,0.01
99472,0,0,0,-0.405196,0.0690453,0.0408959,0
99472,0,0,0,-0.405196,0.0690453,0.0408959,0.01
99470,0,0,0,-0.406731,0.0705105,0.0412362,0
99470,0,0,0,-0.406731,0.0705105,0.0412362,0.01
99468.1,0,0,0,-0.408151,0.071982,0.0415718,0
99468.1,0,0,0,-0.408151,0.071982,0.0415718,0.01
99466.4,0,0,0,-0.409458,0.0734603,0.0419028,0
99466.4,0,0,0,-0.409458,0.0734603,0.0419028,0.01
99464.9,0,0,0,-0.410645,0.0749454,0.0422294,0
99464.9,0,0,0,-0.410645,0.0749454,0.0422294,0.01
99463.4,0,0,0,-0.411796,0.0764372,0.0425517,0
99463.4,0,0,0,-0.411796,0.0764372,0.0425517,0.01
99462,0,0,0,-0.412833,0.0779356,0.0428696,0
99462,0,0,0,-0.412833,0.0779356,0.0428696,0.01
99460.8,0,0,0,-0.413757,0.0794401,0.0431831,0
99460.8,0,0,0,-0.413757,0.0794401,0.0431831,0.01
99459.6,0,0,0,-0.414638,0.0809514,0.0434926,0
99459.6,0,0,0,-0.414638,0.0809514,0.0434926,0.01
99458.6,0,0,0,-0.415405,0.0824695,0.0437979,0
99458.6,0,0,0,-0.415405,0.0824695,0.0437979,0.01
99457.8,0,0,0,-0.416095,0.0839943,0.0440993,0
99457.8,0,0,0,-0.416095,0.0839943,0.0440993,0.01
99456.9,0,0,0,-0.416748,0.0855249,0.0443965,0
99456.9,0,0,0,-0.416748,0.0855249,0.0443965,0.01
99456.1,0,0,0,-0.417324,0.0870623,0.0446898,0
99456.1,0,0,0,-0.417324,0.0870623,0.0446898,0.01
99455.5,0,0,0,-0.417821,0.0886065,0.0449793,0
99455.5,0,0,0,-0.417821,0.0886065,0.0449793,0.01
99455,0,0,0,-0.418205,0.0901573,0.0452649,0
99455,0,0,0,-0.418205,0.0901573,0.0452649,0.01
99454.5,0,0,0,-0.418553,0.091714,0.0455467,0
99454.5,0,0,0,-0.418553,0.091714,0.0455467,0.01
99454.1,0,0,0,-0.418894,0.0932775,0.0458249,0
99454.1,0,0,0,-0.418894,0.0932775,0.0458249,0.01
99453.8,0,0,0,-0.419164,0.0948478,0.0460994,0
99453.8,0,0,0,-0.419164,0.0948478,0.0460994,0.01
99453.5,0,0,0,-0.419356,0.0964243,0.0463702,0
99453.5,0,0,0,-0.419356,0.0964243,0.0463702,0.01
99453.3,0,0,0,-0.419512,0.0980071,0.0466375,0
99453.3,0,0,0,-0.419512,0.0980071,0.0466375,0.01
99453.1,0,0,0,-0.419626,0.0995968,0.0469013,0
99453.1,0,0,0,-0.419626,0.0995968,0.0469013,0.01
99453.1,0,0,0,-0.419662,0.101193,0.0471616,0
99453.1,0,0,0,-0.419662,0.101193,0.0471616,0.01
99453,0,0,0,-0.419704,0.102795,0.0474183,0
99453,0,0,0,-0.419704,0.102795,0.0474183,0.01
99453,0,0,0,-0.419704,0.104404,0.0476718,0
99453,0,0,0,-0.419704,0.104404,0.0476718,0.01
99453.2,0,0,0,-0.419548,0.10602,0.0479219,0
99453.2,0,0,0,-0.419548,0.10602,0.0479219,0.01
99453.5,0,0,0,-0.419356,0.107642,0.0481685,0
99453.5,0,0,0,-0.419356,0.107642,0.0481685,0.01
99453.7,0,0,0,-0.4192,0.109271,0.048412,0
99453.7,0,0,0,-0.4192,0.109271,0.048412,0.01
99453.9,0,0,0,-0.41905,0.110906,0.0486522,0
99453.9,0,0,0,-0.41905,0.110906,0.0486522,0.01
99454.1,0,0,0,-0.418858,0.112547,0.0488891,0
99454.1,0,0,0,-0.418858,0.112547,0.0488891,0.01
99454.5,0,0,0,-0.418589,0.114196,0.0491229,0
99454.5,0,0,0,-0.418589,0.114196,0.0491229,0.01
99454.9,0,0,0,-0.418319,0.11585,0.0493536,0
99454.9,0,0,0,-0.418319,0.11585,0.0493536,0.01
99455.3,0,0,0,-0.417977,0.117511,0.049581,0
99455.3,0,0,0,-0.417977,0.117511,0.049581,0.01
99455.9,0,0,0,-0.417551,0.11918,0.0498055,0
99455.9,0,0,0,-0.417551,0.11918,0.0498055,0.01
99456.4,0,0,0,-0.417132,0.120854,0.0500268,0
99456.4,0,0,0,-0.417132,0.120854,0.0500268,0.01
99456.9,0,0,0,-0.416748,0.122535,0.0502451,0
99456.9,0,0,0,-0.416748,0.122535,0.0502451,0.01
99457.4,0,0,0,-0.416364,0.124223,0.0504605,0
99457.4,0,0,0,-0.416364,0.124223,0.0504605,0.01
99458,0,0,0,-0.415903,0.125917,0.0506728,0
99458,0,0,0,-0.415903,0.125917,0.0506728,0.01
99458.6,0,0,0,-0.415405,0.127617,0.0508821,0
99458.6,0,0,0,-0.415405,0.127617,0.0508821,0.01
99459.4,0,0,0,-0.414866,0.129325,0.0510886,0
99459.4,0,0,0,-0.414866,0.129325,0.0510886,0.01
99460.1,0,0,0,-0.41429,0.131039,0.0512921,0
99460.1,0,0,0,-0.41429,0.131039,0.0512921,0.01
99460.9,0,0,0,-0.413715,0.13276,0.0514928,0
99460.9,0,0,0,-0.413715,0.13276,0.0514928,0.01
99461.6,0,0,0,-0.413139,0.134487,0.0516906,0
99461.6,0,0,0,-0.413139,0.134487,0.0516906,0.01
99462.4,0,0,0,-0.412528,0.136221,0.0518855,0
99462.4,0,0,0,-0.412528,0.136221,0.0518855,0.01
99463.2,0,0,0,-0.41191,0.137962,0.0520777,0
99463.2,0,0,0,-0.41191,0.137962,0.0520777,0.01
99464,0,0,0,-0.411299,0.139709,0.0522671,0
99464,0,0,0,-0.411299,0.139709,0.0522671,0.01
99464.9,0,0,0,-0.410645,0.141463,0.0524537,0
99464.9,0,0,0,-0.410645,0.141463,0.0524537,0.01
99465.8,0,0,0,-0.409956,0.143224,0.0526375,0
99465.8,0,0,0,-0.409956,0.143224,0.0526375,0.01
99466.8,0,0,0,-0.409189,0.144992,0.0528186,0
99466.8,0,0,0,-0.409189,0.144992,0.0528186,0.01
99467.7,0,0,0,-0.408457,0.146766,0.052997,0
99467.7,0,0,0,-0.408457,0.146766,0.052997,0.01
99468.6,0,0,0,-0.407768,0.148547,0.0531726,0
99468.6,0,0,0,-0.407768,0.148547,0.0531726,0.01
99469.6,0,0,0,-0.406964,0.150335,0.0533457,0
99469.6,0,0,0,-0.406964,0.150335,0.0533457,0.01
99470.7,0,0,0,-0.406155,0.15213,0.053516,0
99470.7,0,0,0,-0.406155,0.15213,0.053516,0.01
99471.7,0,0,0,-0.405388,0.153931,0.0536837,0
99471.7,0,0,0,-0.405388,0.153931,0.0536837,0.01
99472.8,0,0,0,-0.404584,0.15574,0.0538488,0
99472.8,0,0,0,-0.404584,0.15574,0.0538488,0.01
99473.9,0,0,0,-0.403739,0.157555,0.0540112,0
99473.9,0,0,0,-0.403739,0.157555,0.0540112,0.01
99475,0,0,0,-0.402894,0.159377,0.054171,0
99475,0,0,0,-0.402894,0.159377,0.054171,0.01
99476,0,0,0,-0.402091,0.161206,0.0543283,0
99476,0,0,0,-0.402091,0.161206,0.0543283,0.01
99477.1,0,0,0,-0.401245,0.163042,0.054483,0
99477.1,0,0,0,-0.401245,0.163042,0.054483,0.01
99478.2,0,0,0,-0.400364,0.164885,0.0546351,0
99478.2,0,0,0,-0.400364,0.164885,0.0546351,0.01
99479.4,0,0,0,-0.399483,0.166734,0.0547847,0
99479.4,0,0,0,-0.399483,0.166734,0.0547847,0.01
99480.5,0,0,0,-0.398601,0.168591,0.0549317,0
99480.5,0,0,0,-0.398601,0.168591,0.0549317,0.01
99481.7,0,0,0,-0.397714,0.170455,0.0550763,0
99481.7,0,0,0,-0.397714,0.170455,0.0550763,0.01
99483,0,0,0,-0.396755,0.172326,0.0552183,0
99483,0,0,0,-0.396755,0.172326,0.0552183,0.01
99484.2,0,0,0,-0.395796,0.174204,0.0553578,0
99484.2,0,0,0,-0.395796,0.174204,0.0553578,0.01
99485.4,0,0,0,-0.394879,0.176088,0.0554948,0
99485.4,0,0,0,-0.394879,0.176088,0.0554948,0.01
99486.6,0,0,0,-0.393955,0.17798,0.0556294,0
99486.6,0,0,0,-0.393955,0.17798,0.0556294,0.01
99487.9,0,0,0,-0.392996,0.179879,0.0557614,0
99487.9,0,0,0,-0.392996,0.179879,0.0557614,0.01
99489.1,0,0,0,-0.392001,0.181785,0.0558911,0
99489.1,0,0,0,-0.392001,0.181785,0.0558911,0.01
99490.4,0,0,0,-0.391042,0.183698,0.0560182,0
99490.4,0,0,0,-0.391042,0.183698,0.0560182,0.01
99491.6,0,0,0,-0.390083,0.185618,0.056143,0
99491.6,0,0,0,-0.390083,0.185618,0.056143,0.01
99493,0,0,0,-0.389082,0.187546,0.0562653,0
99493,0,0,0,-0.389082,0.187546,0.0562653,0.01
99494.2,0,0,0,-0.388086,0.18948,0.0563852,0
99494.2,0,0,0,-0.388086,0.18948,0.0563852,0.01
99495.5,0,0,0,-0.387091,0.191422,0.0565027,0
99495.5,0,0,0,-0.387091,0.191422,0.0565027,0.01
99496.9,0,0,0,-0.386054,0.193371,0.0566177,0
99496.9,0,0,0,-0.386054,0.193371,0.0566177,0.01
99498.2,0,0,0,-0.385017,0.195327,0.0567304,0
99498.2,0,0,0,-0.385017,0.195327,0.0567304,0.01
99499.5,0,0,0,-0.384022,0.19729,0.0568407,0
99499.5,0,0,0,-0.384022,0.19729,0.0568407,0.01
99500.9,0,0,0,-0.382985,0.199261,0.0569486,0
99500.9,0,0,0,-0.382985,0.199261,0.0569486,0.01
99502.3,0,0,0,-0.381912,0.201239,0.0570541,0
99502.3,0,0,0,-0.381912,0.201239,0.0570541,0.01
99503.6,0,0,0,-0.380911,0.203225,0.0571573,0
99503.6,0,0,0,-0.380911,0.203225,0.0571573,0.01
99504.2,0,0,0,-0.380449,0.205218,0.0572581,0
99504.2,0,0,0,-0.380449,0.205218,0.0572581,0.01
