"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99507.1,0,0,0,-0.378225,0.205218,0.0572581,0
99508.5,0,0,0,-0.377116,0.210157,0.0574963,0
99508.5,0,0,0,-0.377116,0.210157,0.0574963,0.01
99507.1,0,0,0,-0.378225,0.205218,0.0572581,0.01
99511.8,0,0,0,-0.374658,0.215085,0.0577179,0
99511.8,0,0,0,-0.374658,0.215085,0.0577179,0.01
99515.2,0,0,0,-0.371972,0.220002,0.0579233,0
99515.2,0,0,0,-0.371972,0.220002,0.0579233,0.01
99518.7,0,0,0,-0.369322,0.224907,0.0581133,0
99518.7,0,0,0,-0.369322,0.224907,0.0581133,0.01
99522,0,0,0,-0.366757,0.2298,0.0582882,0
99522,0,0,0,-0.366757,0.2298,0.0582882,0.01
99525.4,0,0,0,-0.364185,0.234681,0.0584487,0
99525.4,0,0,0,-0.364185,0.234681,0.0584487,0.01
99528.8,0,0,0,-0.361577,0.239551,0.0585951,0
99528.8,0,0,0,-0.361577,0.239551,0.0585951,0.01
99532.2,0,0,0,-0.358963,0.24441,0.0587279,0
99532.2,0,0,0,-0.358963,0.24441,0.0587279,0.01
99535.6,0,0,0,-0.356355,0.249256,0.0588476,0
99535.6,0,0,0,-0.356355,0.249256,0.0588476,0.01
99539,0,0,0,-0.353748,0.254091,0.0589546,0
99539,0,0,0,-0.353748,0.254091,0.0589546,0.01
99542.4,0,0,0,-0.351176,0.258913,0.0590493,0
99542.4,0,0,0,-0.351176,0.258913,0.0590493,0.01
99545.6,0,0,0,-0.348646,0.263724,0.059132,0
99545.6,0,0,0,-0.348646,0.263724,0.059132,0.01
99549,0,0,0,-0.346074,0.268523,0.059203,0
99549,0,0,0,-0.346074,0.268523,0.059203,0.01
99552.4,0,0,0,-0.343502,0.273311,0.0592628,0
99552.4,0,0,0,-0.343502,0.273311,0.0592628,0.01
99555.6,0,0,0,-0.341008,0.278086,0.0593116,0
99555.6,0,0,0,-0.341008,0.278086,0.0593116,0.01
99558.9,0,0,0,-0.338479,0.28285,0.0593498,0
99558.9,0,0,0,-0.338479,0.28285,0.0593498,0.01
99562.2,0,0,0,-0.335943,0.287603,0.0593777,0
99562.2,0,0,0,-0.335943,0.287603,0.0593777,0.01
99565.5,0,0,0,-0.333449,0.292343,0.0593955,0
99565.5,0,0,0,-0.333449,0.292343,0.0593955,0.01
99568.7,0,0,0,-0.330955,0.297071,0.0594035,0
99568.7,0,0,0,-0.330955,0.297071,0.0594035,0.01
99572,0,0,0,-0.328461,0.301788,0.0594019,0
99572,0,0,0,-0.328461,0.301788,0.0594019,0.01
99575.2,0,0,0,-0.325967,0.306493,0.0593911,0
99575.2,0,0,0,-0.325967,0.306493,0.0593911,0.01
99578.4,0,0,0,-0.323515,0.311186,0.0593713,0
99578.4,0,0,0,-0.323515,0.311186,0.0593713,0.01
99581.6,0,0,0,-0.321057,0.315868,0.0593426,0
99581.6,0,0,0,-0.321057,0.315868,0.0593426,0.01
99584.8,0,0,0,-0.318605,0.320538,0.0593054,0
99584.8,0,0,0,-0.318605,0.320538,0.0593054,0.01
99588,0,0,0,-0.316183,0.325196,0.0592598,0
99588,0,0,0,-0.316183,0.325196,0.0592598,0.01
99591.1,0,0,0,-0.313768,0.329842,0.0592061,0
99591.1,0,0,0,-0.313768,0.329842,0.0592061,0.01
99594.2,0,0,0,-0.311352,0.334477,0.0591444,0
99594.2,0,0,0,-0.311352,0.334477,0.0591444,0.01
99597.4,0,0,0,-0.308936,0.3391,0.0590749,0
99597.4,0,0,0,-0.308936,0.3391,0.0590749,0.01
99600.5,0,0,0,-0.30652,0.343711,0.0589979,0
99600.5,0,0,0,-0.30652,0.343711,0.0589979,0.01
99603.6,0,0,0,-0.30414,0.348311,0.0589134,0
99603.6,0,0,0,-0.30414,0.348311,0.0589134,0.01
99606.8,0,0,0,-0.30176,0.3529,0.0588218,0
