"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99535.8,0,0,0,-0.356206,0.050928,-0.0355465,0.01
99535.8,0,0,0,-0.356206,0.050928,-0.0355465,0
99531,0,0,0,-0.359922,0.0523009,-0.0359564,0.01
99531,0,0,0,-0.359922,0.0523009,-0.0359564,0
99526.4,0,0,0,-0.363417,0.0536808,-0.0363604,0.01
99526.4,0,0,0,-0.363417,0.0536808,-0.0363604,0
99522,0,0,0,-0.366757,0.0550678,-0.0367589,0.01
99522,0,0,0,-0.366757,0.0550678,-0.0367589,0
99517.9,0,0,0,-0.36994,0.0564619,-0.0371517,0.01
99517.9,0,0,0,-0.36994,0.0564619,-0.0371517,0
99514,0,0,0,-0.372895,0.0578629,-0.0375392,0.01
99514,0,0,0,-0.372895,0.0578629,-0.0375392,0
99510.4,0,0,0,-0.375695,0.0592709,-0.0379214,0.01
99510.4,0,0,0,-0.375695,0.0592709,-0.0379214,0
99507,0,0,0,-0.378339,0.0606857,-0.0382984,0.01
99507,0,0,0,-0.378339,0.0606857,-0.0382984,0
99503.8,0,0,0,-0.380797,0.0621075,-0.0386704,0.01
99503.8,0,0,0,-0.380797,0.0621075,-0.0386704,0
99500.6,0,0,0,-0.383177,0.0635362,-0.0390375,0.01
99500.6,0,0,0,-0.383177,0.0635362,-0.0390375,0
99497.6,0,0,0,-0.385479,0.0649714,-0.0393996,0.01
99497.6,0,0,0,-0.385479,0.0649714,-0.0393996,0
99494.9,0,0,0,-0.387589,0.0664131,-0.0397569,0.01
99494.9,0,0,0,-0.387589,0.0664131,-0.0397569,0
99492.4,0,0,0,-0.389543,0.0678617,-0.0401095,0.01
99492.4,0,0,0,-0.389543,0.0678617,-0.0401095,0
99489.9,0,0,0,-0.391426,0.069317,-0.0404576,0.01
99489.9,0,0,0,-0.391426,0.069317,-0.0404576,0
99487.5,0,0,0,-0.39323,0.0707791,-0.0408012,0.01
99487.5,0,0,0,-0.39323,0.0707791,-0.0408012,0
99485.4,0,0,0,-0.394879,0.0722479,-0.0411404,0.01
99485.4,0,0,0,-0.394879,0.0722479,-0.0411404,0
99483.4,0,0,0,-0.396413,0.0737231,-0.0414752,0.01
99483.4,0,0,0,-0.396413,0.0737231,-0.0414752,0
99481.5,0,0,0,-0.397906,0.0752047,-0.0418056,0.01
99481.5,0,0,0,-0.397906,0.0752047,-0.0418056,0
99479.6,0,0,0,-0.399291,0.076693,-0.0421319,0.01
99479.6,0,0,0,-0.399291,0.076693,-0.0421319,0
99478,0,0,0,-0.400592,0.0781881,-0.0424541,0.01
99478,0,0,0,-0.400592,0.0781881,-0.0424541,0
99476.4,0,0,0,-0.401821,0.0796899,-0.0427722,0.01
99476.4,0,0,0,-0.401821,0.0796899,-0.0427722,0
99474.9,0,0,0,-0.402936,0.0811976,-0.0430862,0.01
99474.9,0,0,0,-0.402936,0.0811976,-0.0430862,0
99473.5,0,0,0,-0.403973,0.082712,-0.0433963,0.01
99473.5,0,0,0,-0.403973,0.082712,-0.0433963,0
99472.2,0,0,0,-0.404968,0.0842332,-0.0437026,0.01
99472.2,0,0,0,-0.404968,0.0842332,-0.0437026,0
99471,0,0,0,-0.405891,0.0857611,-0.044005,0.01
99471,0,0,0,-0.405891,0.0857611,-0.044005,0
99470,0,0,0,-0.406731,0.0872949,-0.0443035,0.01
99470,0,0,0,-0.406731,0.0872949,-0.0443035,0
99468.9,0,0,0,-0.40754,0.0888353,-0.0445984,0.01
99468.9,0,0,0,-0.40754,0.0888353,-0.0445984,0
99468,0,0,0,-0.408265,0.0903826,-0.0448896,0.01
99468,0,0,0,-0.408265,0.0903826,-0.0448896,0
99467.1,0,0,0,-0.408919,0.0919363,-0.0451771,0.01
99467.1,0,0,0,-0.408919,0.0919363,-0.0451771,0
99466.3,0,0,0,-0.409536,0.093496,-0.045461,0.01
99466.3,0,0,0,-0.409536,0.093496,-0.045461,0
99465.6,0,0,0,-0.41007,0.0950626,-0.0457414,0.01
99465.6,0,0,0,-0.41007,0.0950626,-0.0457414,0
99465,0,0,0,-0.410531,0.096636,-0.0460184,0.01
99465,0,0,0,-0.410531,0.096636,-0.0460184,0
99464.4,0,0,0,-0.410993,0.0982152,-0.0462917,0.01
99464.4,0,0,0,-0.410993,0.0982152,-0.0462917,0
99463.9,0,0,0,-0.411413,0.0998011,-0.0465617,0.01
99463.9,0,0,0,-0.411413,0.0998011,-0.0465617,0
99463.4,0,0,0,-0.41176,0.101394,-0.0468284,0.01
99463.4,0,0,0,-0.41176,0.101394,-0.0468284,0
99463,0,0,0,-0.41203,0.102993,-0.0470916,0.01
99463,0,0,0,-0.41203,0.102993,-0.0470916,0
99462.7,0,0,0,-0.412294,0.104598,-0.0473515,0.01
99462.7,0,0,0,-0.412294,0.104598,-0.0473515,0
99462.4,0,0,0,-0.412564,0.10621,-0.0476083,0.01
99462.4,0,0,0,-0.412564,0.10621,-0.0476083,0
99462.1,0,0,0,-0.41272,0.107829,-0.0478617,0.01
99462.1,0,0,0,-0.41272,0.107829,-0.0478617,0
99462,0,0,0,-0.412797,0.109454,-0.0481119,0.01
99462,0,0,0,-0.412797,0.109454,-0.0481119,0
99461.9,0,0,0,-0.412911,0.111086,-0.0483589,0.01
99461.9,0,0,0,-0.412911,0.111086,-0.0483589,0
99461.8,0,0,0,-0.413025,0.112723,-0.0486028,0.01
99461.8,0,0,0,-0.413025,0.112723,-0.0486028,0
99461.7,0,0,0,-0.413061,0.114368,-0.0488435,0.01
99461.7,0,0,0,-0.413061,0.114368,-0.0488435,0
99461.8,0,0,0,-0.413025,0.116019,-0.0490813,0.01
99461.8,0,0,0,-0.413025,0.116019,-0.0490813,0
99461.9,0,0,0,-0.412947,0.117677,-0.0493158,0.01
99461.9,0,0,0,-0.412947,0.117677,-0.0493158,0
99462,0,0,0,-0.412833,0.119341,-0.0495474,0.01
99462,0,0,0,-0.412833,0.119341,-0.0495474,0
99462,0,0,0,-0.412797,0.121012,-0.049776,0.01
99462,0,0,0,-0.412797,0.121012,-0.049776,0
99462.2,0,0,0,-0.412678,0.122689,-0.0500015,0.01
99462.2,0,0,0,-0.412678,0.122689,-0.0500015,0
99462.5,0,0,0,-0.412414,0.124374,-0.0502241,0.01
99462.5,0,0,0,-0.412414,0.124374,-0.0502241,0
99462.8,0,0,0,-0.412222,0.126064,-0.0504437,0.01
99462.8,0,0,0,-0.412222,0.126064,-0.0504437,0
99463.1,0,0,0,-0.411988,0.127761,-0.0506604,0.01
99463.1,0,0,0,-0.411988,0.127761,-0.0506604,0
99463.5,0,0,0,-0.411682,0.129466,-0.0508742,0.01
99463.5,0,0,0,-0.411682,0.129466,-0.0508742,0
99463.9,0,0,0,-0.411413,0.131176,-0.0510852,0.01
99463.9,0,0,0,-0.411413,0.131176,-0.0510852,0
99464.2,0,0,0,-0.411143,0.132893,-0.0512932,0.01
99464.2,0,0,0,-0.411143,0.132893,-0.0512932,0
99464.6,0,0,0,-0.410837,0.134617,-0.0514985,0.01
99464.6,0,0,0,-0.410837,0.134617,-0.0514985,0
99465,0,0,0,-0.410495,0.136347,-0.0517009,0.01
99465,0,0,0,-0.410495,0.136347,-0.0517009,0
99465.5,0,0,0,-0.410112,0.138085,-0.0519005,0.01
99465.5,0,0,0,-0.410112,0.138085,-0.0519005,0
99466.1,0,0,0,-0.409686,0.139828,-0.0520973,0.01
99466.1,0,0,0,-0.409686,0.139828,-0.0520973,0
99466.7,0,0,0,-0.409224,0.141579,-0.0522913,0.01
99466.7,0,0,0,-0.409224,0.141579,-0.0522913,0
99467.3,0,0,0,-0.408769,0.143337,-0.0524827,0.01
99467.3,0,0,0,-0.408769,0.143337,-0.0524827,0
99467.9,0,0,0,-0.408307,0.1451,-0.0526712,0.01
99467.9,0,0,0,-0.408307,0.1451,-0.0526712,0
99468.5,0,0,0,-0.407846,0.146872,-0.0528571,0.01
99468.5,0,0,0,-0.407846,0.146872,-0.0528571,0
99469.1,0,0,0,-0.407348,0.148649,-0.0530402,0.01
99469.1,0,0,0,-0.407348,0.148649,-0.0530402,0
99469.9,0,0,0,-0.406809,0.150433,-0.0532206,0.01
