# Residuals   
# Time        	p             	Ux            	Uy            
1875          	2.682536e-05	1.458774e-05	9.942100e-06
1876          	2.938058e-05	1.395362e-05	1.032227e-05
1877          	2.512794e-05	1.472793e-05	9.727198e-06
1878          	2.707490e-05	1.458195e-05	1.002127e-05
1879          	2.595479e-05	1.439213e-05	9.525731e-06
1880          	2.698714e-05	1.446882e-05	9.959264e-06
1881          	3.043583e-05	1.385167e-05	1.043464e-05
1882          	2.654139e-05	1.385666e-05	9.872065e-06
1883          	2.824011e-05	1.409948e-05	1.034870e-05
1884          	2.715192e-05	1.397674e-05	9.758707e-06
1885          	2.080261e-05	1.410370e-05	1.045792e-05
1886          	2.375440e-05	1.389043e-05	9.952749e-06
1887          	2.815397e-05	1.334278e-05	1.026822e-05
1888          	2.697992e-05	1.380378e-05	9.636645e-06
1889          	2.988764e-05	1.351708e-05	9.921759e-06
1890          	2.837231e-05	1.402043e-05	1.033543e-05
1891          	2.640434e-05	1.377893e-05	9.414980e-06
1892          	2.495072e-05	1.444456e-05	9.481916e-06
1893          	2.804901e-05	1.417926e-05	9.844879e-06
1894          	3.334349e-05	1.303149e-05	1.013901e-05
1895          	2.555355e-05	1.360405e-05	9.418325e-06
1896          	2.964940e-05	1.349674e-05	9.726720e-06
1897          	2.556018e-05	1.303945e-05	1.019498e-05
1898          	2.382476e-05	1.374543e-05	9.685144e-06
1899          	2.790943e-05	1.343630e-05	1.007340e-05
1900          	2.591970e-05	1.319581e-05	9.413536e-06
1901          	2.830904e-05	1.307825e-05	9.822280e-06
1902          	2.759130e-05	1.271913e-05	1.034225e-05
1903          	2.503591e-05	1.289473e-05	9.583122e-06
1904          	2.710372e-05	1.284116e-05	9.960586e-06
1905          	2.712150e-05	1.256875e-05	1.041268e-05
1906          	2.419330e-05	1.379946e-05	9.767599e-06
1907          	2.775613e-05	1.356871e-05	1.012378e-05
1908          	2.518195e-05	1.362506e-05	9.452993e-06
1909          	2.917716e-05	1.317392e-05	9.874956e-06
1910          	2.645434e-05	1.289210e-05	1.067694e-05
1911          	2.684003e-05	1.302094e-05	9.905561e-06
1912          	2.882628e-05	1.284686e-05	1.025158e-05
1913          	2.632153e-05	1.310630e-05	9.388450e-06
1914          	2.718441e-05	1.305036e-05	9.884340e-06
1915          	2.869118e-05	1.252789e-05	1.040506e-05
1916          	2.578988e-05	1.260316e-05	9.661466e-06
1917          	2.902824e-05	1.285056e-05	1.018185e-05
1918          	2.757007e-05	1.290372e-05	9.405972e-06
1919          	2.887805e-05	1.250923e-05	9.825735e-06
1920          	2.757117e-05	1.227690e-05	1.046836e-05
1921          	2.633977e-05	1.228079e-05	9.647912e-06
1922          	3.016804e-05	1.355887e-05	1.020076e-05
1923          	2.974413e-05	1.321162e-05	9.207654e-06
1924          	3.123582e-05	1.243634e-05	9.510981e-06
1925          	2.807130e-05	1.219913e-05	1.001944e-05
1926          	2.415156e-05	1.348194e-05	9.374363e-06
1927          	3.063502e-05	1.336713e-05	9.817798e-06
1928          	3.163466e-05	1.262409e-05	1.036361e-05
1929          	2.837896e-05	1.285324e-05	9.461853e-06
1930          	3.015527e-05	1.268438e-05	9.940457e-06
1931          	2.926021e-05	1.238130e-05	1.101889e-05
1932          	3.739563e-05	1.253469e-05	1.010847e-05
1933          	3.013668e-05	1.295009e-05	9.052794e-06
1934          	3.374726e-05	1.289936e-05	9.608533e-06
1935          	2.855414e-05	1.229776e-05	1.025785e-05
1936          	2.715859e-05	1.313721e-05	9.761595e-06
1937          	3.675884e-05	1.289848e-05	1.027564e-05
1938          	3.474502e-05	1.265906e-05	9.248090e-06
1939          	3.527938e-05	1.252488e-05	9.668206e-06
1940          	2.989616e-05	1.207262e-05	1.028418e-05
1941          	2.747691e-05	1.206664e-05	9.345230e-06
1942          	3.204230e-05	1.186767e-05	9.810970e-06
1943          	3.400457e-05	1.196603e-05	1.063295e-05
1944          	3.171271e-05	1.215005e-05	9.593659e-06
1945          	3.338720e-05	1.189384e-05	9.988790e-06
1946          	3.189194e-05	1.162957e-05	1.056068e-05
1947          	3.041317e-05	1.179912e-05	9.522266e-06
1948          	3.407590e-05	1.155965e-05	9.975490e-06
1949          	3.297909e-05	1.221395e-05	1.072221e-05
1950          	3.174089e-05	1.220181e-05	9.557049e-06
1951          	3.331671e-05	1.195500e-05	9.856603e-06
1952          	3.350615e-05	1.203618e-05	1.062756e-05
1953          	3.233334e-05	1.199552e-05	9.493339e-06
1954          	3.449166e-05	1.192034e-05	9.852731e-06
1955          	3.304586e-05	1.155128e-05	1.048426e-05
1956          	3.010714e-05	1.172831e-05	9.409372e-06
1957          	3.352900e-05	1.149940e-05	9.979456e-06
1958          	3.255605e-05	1.101264e-05	1.066805e-05
1959          	2.906502e-05	1.227593e-05	9.880303e-06
1960          	3.200462e-05	1.209208e-05	1.036430e-05
1961          	3.155436e-05	1.194620e-05	9.293433e-06
1962          	3.330906e-05	1.188879e-05	9.818897e-06
1963          	3.314790e-05	1.112140e-05	1.044501e-05
1964          	3.039458e-05	1.103312e-05	9.284458e-06
1965          	3.372412e-05	1.105728e-05	9.817650e-06
1966          	3.158783e-05	1.066903e-05	1.039139e-05
1967          	2.820278e-05	1.082594e-05	9.255312e-06
1968          	2.983850e-05	1.069424e-05	9.778747e-06
1969          	3.206948e-05	1.027771e-05	1.038108e-05
1970          	2.898028e-05	1.060823e-05	9.238700e-06
1971          	3.193685e-05	1.056893e-05	9.718641e-06
1972          	2.934981e-05	1.018706e-05	1.026723e-05
1973          	2.699783e-05	1.045588e-05	9.162099e-06
1974          	2.971181e-05	1.030992e-05	9.595639e-06
1975          	3.922401e-05	9.942206e-06	1.015043e-05
1976          	2.514195e-05	1.073938e-05	8.920816e-06
1977          	2.963555e-05	1.058095e-05	9.297098e-06
1978          	2.045600e-05	9.928440e-06	9.862089e-06
1979          	3.040727e-05	1.014301e-05	1.035710e-05
1980          	2.589844e-05	1.039626e-05	9.196256e-06
1981          	3.208847e-05	1.017937e-05	9.679286e-06
1982          	3.366136e-05	9.635812e-06	1.023014e-05
1983          	2.287306e-05	1.046981e-05	9.058847e-06
1984          	2.847401e-05	1.026165e-05	9.525600e-06
1985          	3.374759e-05	9.666700e-06	1.013396e-05
1986          	2.294010e-05	1.044435e-05	9.044730e-06
1987          	2.277352e-05	1.144961e-05	1.007647e-05
1988          	3.134357e-05	1.118120e-05	9.130045e-06
1989          	3.366312e-05	1.018774e-05	9.483669e-06
1990          	3.963517e-05	9.852502e-06	1.015453e-05
1991          	2.806705e-05	1.181704e-05	9.061544e-06
1992          	3.570010e-05	1.175238e-05	9.497186e-06
1993          	2.592562e-05	1.105565e-05	1.056762e-05
1994          	3.081643e-05	1.112473e-05	9.726093e-06
1995          	3.199208e-05	1.029309e-05	1.020002e-05
1996          	2.975156e-05	1.094419e-05	9.278259e-06
1997          	3.499542e-05	1.057133e-05	9.823075e-06
1998          	4.047224e-05	9.896137e-06	1.064869e-05
1999          	2.778003e-05	1.092962e-05	9.604115e-06
2000          	2.820700e-05	1.075513e-05	1.000238e-05
