# Force coefficients
# liftDir     : (-2.588190e-01 9.659258e-01 0.000000e+00)
# dragDir     : (9.659258e-01 2.588190e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 5.148150e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e-02
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
41            	2.164694e-02	2.482330e-01	1.135025e+00	5.891593e-01	5.458654e-01
42            	2.185105e-02	2.523072e-01	1.158914e+00	6.013082e-01	5.576061e-01
43            	1.803661e-02	2.505240e-01	1.161821e+00	5.989470e-01	5.628738e-01
44            	1.234311e-02	2.466826e-01	1.150056e+00	5.873710e-01	5.626848e-01
45            	7.430124e-03	2.459672e-01	1.142554e+00	5.787069e-01	5.638467e-01
46            	4.298290e-03	2.480959e-01	1.147463e+00	5.780299e-01	5.694333e-01
47            	3.080305e-03	2.509415e-01	1.161669e+00	5.839150e-01	5.777544e-01
48            	3.680798e-03	2.522611e-01	1.176238e+00	5.917997e-01	5.844381e-01
49            	5.283602e-03	2.531271e-01	1.187870e+00	5.992184e-01	5.886512e-01
50            	6.185930e-03	2.539395e-01	1.194293e+00	6.033326e-01	5.909607e-01
51            	5.294816e-03	2.553252e-01	1.199182e+00	6.048860e-01	5.942964e-01
52            	2.060822e-03	2.564845e-01	1.203311e+00	6.037164e-01	5.995948e-01
53            	-2.423538e-03	2.564046e-01	1.205755e+00	6.004538e-01	6.053009e-01
54            	-6.361804e-03	2.555633e-01	1.207681e+00	5.974786e-01	6.102022e-01
55            	-8.580884e-03	2.548808e-01	1.210572e+00	5.967053e-01	6.138671e-01
56            	-8.675052e-03	2.553032e-01	1.216394e+00	5.995220e-01	6.168721e-01
57            	-7.435622e-03	2.564329e-01	1.223762e+00	6.044455e-01	6.193168e-01
58            	-6.513751e-03	2.580338e-01	1.231916e+00	6.094443e-01	6.224718e-01
59            	-6.786144e-03	2.591589e-01	1.238557e+00	6.124922e-01	6.260644e-01
60            	-8.316476e-03	2.592622e-01	1.241895e+00	6.126310e-01	6.292640e-01
61            	-1.060816e-02	2.585764e-01	1.242911e+00	6.108472e-01	6.320635e-01
62            	-1.299568e-02	2.579425e-01	1.242849e+00	6.084287e-01	6.344200e-01
63            	-1.459703e-02	2.578630e-01	1.244336e+00	6.075708e-01	6.367648e-01
64            	-1.520056e-02	2.582237e-01	1.247814e+00	6.087066e-01	6.391077e-01
65            	-1.513832e-02	2.587394e-01	1.251597e+00	6.106601e-01	6.409367e-01
66            	-1.482101e-02	2.593012e-01	1.255969e+00	6.131637e-01	6.428057e-01
67            	-1.471857e-02	2.596295e-01	1.259728e+00	6.151456e-01	6.445827e-01
68            	-1.529949e-02	2.598069e-01	1.262304e+00	6.158524e-01	6.464514e-01
69            	-1.606002e-02	2.594608e-01	1.263684e+00	6.157819e-01	6.479019e-01
70            	-1.696064e-02	2.594154e-01	1.265336e+00	6.157074e-01	6.496287e-01
71            	-1.775709e-02	2.596108e-01	1.266951e+00	6.157186e-01	6.512328e-01
72            	-1.821842e-02	2.600256e-01	1.269425e+00	6.164942e-01	6.529310e-01
73            	-1.857757e-02	2.599538e-01	1.270243e+00	6.165440e-01	6.536992e-01
74            	-1.873548e-02	2.599211e-01	1.272492e+00	6.175107e-01	6.549817e-01
75            	-1.894110e-02	2.599586e-01	1.274206e+00	6.181619e-01	6.560441e-01
76            	-1.930131e-02	2.599505e-01	1.275319e+00	6.183582e-01	6.569608e-01
77            	-1.957378e-02	2.599927e-01	1.276301e+00	6.185769e-01	6.577245e-01
78            	-1.945819e-02	2.602516e-01	1.278028e+00	6.195559e-01	6.584722e-01
79            	-1.937402e-02	2.603803e-01	1.279508e+00	6.203799e-01	6.591280e-01
80            	-1.939489e-02	2.603958e-01	1.280209e+00	6.207095e-01	6.594992e-01
81            	-1.958201e-02	2.604602e-01	1.281217e+00	6.210267e-01	6.601908e-01
82            	-1.994997e-02	2.604302e-01	1.281675e+00	6.208874e-01	6.607874e-01
83            	-2.007804e-02	2.604982e-01	1.282019e+00	6.209315e-01	6.610876e-01
84            	-2.009941e-02	2.604919e-01	1.282147e+00	6.209738e-01	6.611727e-01
85            	-1.994895e-02	2.605386e-01	1.282531e+00	6.213165e-01	6.612144e-01
86            	-1.984114e-02	2.605428e-01	1.282831e+00	6.215741e-01	6.612564e-01
87            	-1.967874e-02	2.607055e-01	1.283471e+00	6.220568e-01	6.614143e-01
88            	-1.956823e-02	2.609072e-01	1.283855e+00	6.223593e-01	6.614957e-01
89            	-1.956930e-02	2.609647e-01	1.283507e+00	6.221844e-01	6.613230e-01
90            	-1.964836e-02	2.608838e-01	1.282862e+00	6.217827e-01	6.610794e-01
91            	-1.950198e-02	2.609572e-01	1.282920e+00	6.219580e-01	6.609620e-01
92            	-1.922105e-02	2.611316e-01	1.282922e+00	6.222399e-01	6.606821e-01
93            	-1.924630e-02	2.610124e-01	1.281690e+00	6.215989e-01	6.600915e-01
94            	-1.908021e-02	2.611748e-01	1.281734e+00	6.217868e-01	6.599472e-01
95            	-1.870804e-02	2.616700e-01	1.282740e+00	6.226622e-01	6.600783e-01
96            	-1.877091e-02	2.615821e-01	1.281407e+00	6.219327e-01	6.594745e-01
97            	-1.880893e-02	2.614434e-01	1.280174e+00	6.212781e-01	6.588960e-01
98            	-1.885428e-02	2.614821e-01	1.279037e+00	6.206641e-01	6.583727e-01
99            	-1.847921e-02	2.619696e-01	1.279671e+00	6.213564e-01	6.583148e-01
100           	-1.815005e-02	2.621255e-01	1.279674e+00	6.216867e-01	6.579868e-01
101           	-1.815627e-02	2.620272e-01	1.278224e+00	6.209556e-01	6.572681e-01
102           	-1.796384e-02	2.622395e-01	1.277950e+00	6.210111e-01	6.569387e-01
103           	-1.763106e-02	2.626359e-01	1.278400e+00	6.215691e-01	6.568312e-01
104           	-1.765186e-02	2.626781e-01	1.277075e+00	6.208857e-01	6.561895e-01
105           	-1.744425e-02	2.628697e-01	1.276578e+00	6.208449e-01	6.557334e-01
106           	-1.757598e-02	2.627602e-01	1.274534e+00	6.196911e-01	6.548431e-01
107           	-1.754413e-02	2.627862e-01	1.273094e+00	6.190031e-01	6.540914e-01
108           	-1.707238e-02	2.632913e-01	1.273741e+00	6.197980e-01	6.539428e-01
109           	-1.709421e-02	2.632773e-01	1.271990e+00	6.189007e-01	6.530891e-01
110           	-1.707839e-02	2.632049e-01	1.270021e+00	6.179320e-01	6.520887e-01
111           	-1.680655e-02	2.635666e-01	1.269730e+00	6.180583e-01	6.516714e-01
112           	-1.679698e-02	2.633688e-01	1.267311e+00	6.168586e-01	6.504526e-01
113           	-1.679999e-02	2.632257e-01	1.265055e+00	6.157275e-01	6.493275e-01
114           	-1.679098e-02	2.632036e-01	1.263151e+00	6.147843e-01	6.483662e-01
115           	-1.657513e-02	2.635728e-01	1.262710e+00	6.147799e-01	6.479302e-01
116           	-1.661715e-02	2.634966e-01	1.260524e+00	6.136446e-01	6.468789e-01
117           	-1.664058e-02	2.633890e-01	1.258414e+00	6.125665e-01	6.458476e-01
118           	-1.658214e-02	2.632373e-01	1.256354e+00	6.115947e-01	6.447590e-01
119           	-1.637345e-02	2.633772e-01	1.255267e+00	6.112601e-01	6.440070e-01
120           	-1.643144e-02	2.630893e-01	1.252390e+00	6.097635e-01	6.426264e-01
121           	-1.653042e-02	2.628269e-01	1.249380e+00	6.081595e-01	6.412203e-01
122           	-1.654782e-02	2.627687e-01	1.246933e+00	6.069187e-01	6.400143e-01
123           	-1.648392e-02	2.627295e-01	1.244701e+00	6.058668e-01	6.388347e-01
124           	-1.642906e-02	2.627931e-01	1.242775e+00	6.049586e-01	6.378167e-01
125           	-1.646992e-02	2.625609e-01	1.240030e+00	6.035449e-01	6.364848e-01
126           	-1.652854e-02	2.622394e-01	1.236957e+00	6.019502e-01	6.350073e-01
127           	-1.661347e-02	2.619426e-01	1.234059e+00	6.004161e-01	6.336431e-01
128           	-1.664559e-02	2.617674e-01	1.231787e+00	5.992478e-01	6.325390e-01
129           	-1.668149e-02	2.614919e-01	1.229030e+00	5.978337e-01	6.311967e-01
130           	-1.678113e-02	2.611358e-01	1.225601e+00	5.960193e-01	6.295816e-01
131           	-1.693116e-02	2.607445e-01	1.221810e+00	5.939740e-01	6.278363e-01
132           	-1.701669e-02	2.604151e-01	1.218258e+00	5.921125e-01	6.261459e-01
133           	-1.703779e-02	2.601552e-01	1.214951e+00	5.904375e-01	6.245131e-01
134           	-1.713247e-02	2.598858e-01	1.211817e+00	5.887760e-01	6.230409e-01
135           	-1.725293e-02	2.593378e-01	1.208533e+00	5.870134e-01	6.215192e-01
136           	-1.741977e-02	2.588653e-01	1.205040e+00	5.851001e-01	6.199396e-01
137           	-1.754113e-02	2.584056e-01	1.201215e+00	5.830665e-01	6.181488e-01
138           	-1.765586e-02	2.580283e-01	1.197085e+00	5.808868e-01	6.161986e-01
139           	-1.769957e-02	2.575338e-01	1.192775e+00	5.786877e-01	6.140868e-01
140           	-1.785035e-02	2.569966e-01	1.188557e+00	5.764284e-01	6.121291e-01
141           	-1.809777e-02	2.564069e-01	1.184692e+00	5.742482e-01	6.104437e-01
142           	-1.838214e-02	2.556639e-01	1.180670e+00	5.719530e-01	6.087173e-01
143           	-1.856270e-02	2.549984e-01	1.176292e+00	5.695833e-01	6.067087e-01
144           	-1.859992e-02	2.543974e-01	1.171699e+00	5.672497e-01	6.044495e-01
145           	-1.869090e-02	2.538586e-01	1.166937e+00	5.647775e-01	6.021593e-01
146           	-1.891875e-02	2.531989e-01	1.162592e+00	5.623770e-01	6.002145e-01
147           	-1.918824e-02	2.524078e-01	1.158354e+00	5.599887e-01	5.983652e-01
148           	-1.940946e-02	2.516298e-01	1.153707e+00	5.574442e-01	5.962631e-01
149           	-1.954130e-02	2.508613e-01	1.148559e+00	5.547380e-01	5.938206e-01
150           	-1.970752e-02	2.500887e-01	1.143617e+00	5.521009e-01	5.915160e-01
151           	-1.993172e-02	2.492466e-01	1.138904e+00	5.495204e-01	5.893838e-01
152           	-2.015324e-02	2.483657e-01	1.134119e+00	5.469062e-01	5.872127e-01
153           	-2.034729e-02	2.474775e-01	1.128892e+00	5.440985e-01	5.847931e-01
154           	-2.054050e-02	2.465880e-01	1.123604e+00	5.412615e-01	5.823425e-01
155           	-2.070841e-02	2.456641e-01	1.118530e+00	5.385565e-01	5.799733e-01
156           	-2.086869e-02	2.447288e-01	1.113714e+00	5.359883e-01	5.777257e-01
157           	-2.104912e-02	2.437687e-01	1.108615e+00	5.332582e-01	5.753564e-01
158           	-2.124318e-02	2.427791e-01	1.102927e+00	5.302202e-01	5.727065e-01
159           	-2.143475e-02	2.417753e-01	1.097373e+00	5.272516e-01	5.701211e-01
160           	-2.160942e-02	2.407666e-01	1.092189e+00	5.244853e-01	5.677041e-01
161           	-2.173726e-02	2.397820e-01	1.087590e+00	5.220578e-01	5.655323e-01
162           	-2.186000e-02	2.387680e-01	1.082652e+00	5.194660e-01	5.631860e-01
163           	-2.199894e-02	2.376914e-01	1.076870e+00	5.164361e-01	5.604340e-01
164           	-2.218033e-02	2.366253e-01	1.071097e+00	5.133682e-01	5.577289e-01
165           	-2.231094e-02	2.356381e-01	1.066701e+00	5.110394e-01	5.556613e-01
166           	-2.239447e-02	2.346254e-01	1.061901e+00	5.085559e-01	5.533448e-01
167           	-2.247952e-02	2.335754e-01	1.056700e+00	5.058706e-01	5.508296e-01
168           	-2.258855e-02	2.325299e-01	1.051514e+00	5.031685e-01	5.483456e-01
169           	-2.271472e-02	2.315229e-01	1.046665e+00	5.006177e-01	5.460472e-01
170           	-2.283875e-02	2.305647e-01	1.042508e+00	4.984153e-01	5.440928e-01
171           	-2.289862e-02	2.295918e-01	1.038017e+00	4.961100e-01	5.419072e-01
172           	-2.294027e-02	2.286189e-01	1.033353e+00	4.937361e-01	5.396167e-01
173           	-2.301661e-02	2.276915e-01	1.028725e+00	4.913458e-01	5.373791e-01
174           	-2.308310e-02	2.268020e-01	1.024943e+00	4.893883e-01	5.355545e-01
175           	-2.315272e-02	2.259728e-01	1.021465e+00	4.875799e-01	5.338854e-01
176           	-2.318530e-02	2.251697e-01	1.017832e+00	4.857308e-01	5.321014e-01
177           	-2.321218e-02	2.244028e-01	1.014224e+00	4.838998e-01	5.303241e-01
178           	-2.325307e-02	2.236922e-01	1.011018e+00	4.822558e-01	5.287620e-01
179           	-2.330024e-02	2.230322e-01	1.008236e+00	4.808178e-01	5.274183e-01
180           	-2.331892e-02	2.224192e-01	1.005617e+00	4.794895e-01	5.261273e-01
181           	-2.332011e-02	2.218652e-01	1.003299e+00	4.783295e-01	5.249697e-01
182           	-2.332486e-02	2.213829e-01	1.001318e+00	4.773340e-01	5.239837e-01
183           	-2.331129e-02	2.209451e-01	9.993302e-01	4.763538e-01	5.229764e-01
184           	-2.332973e-02	2.205829e-01	9.980646e-01	4.757026e-01	5.223620e-01
185           	-2.331377e-02	2.202979e-01	9.969836e-01	4.751781e-01	5.218056e-01
186           	-2.328539e-02	2.200403e-01	9.962594e-01	4.748443e-01	5.214151e-01
187           	-2.323533e-02	2.198440e-01	9.957112e-01	4.746203e-01	5.210909e-01
188           	-2.317682e-02	2.197255e-01	9.954215e-01	4.745339e-01	5.208876e-01
189           	-2.311542e-02	2.197052e-01	9.955324e-01	4.746508e-01	5.208816e-01
190           	-2.305461e-02	2.197408e-01	9.961904e-01	4.750406e-01	5.211498e-01
191           	-2.295070e-02	2.198234e-01	9.970358e-01	4.755672e-01	5.214686e-01
192           	-2.284774e-02	2.199267e-01	9.981889e-01	4.762467e-01	5.219422e-01
193           	-2.267551e-02	2.201742e-01	9.994159e-01	4.770324e-01	5.223834e-01
194           	-2.251727e-02	2.204550e-01	1.001190e+00	4.780775e-01	5.231120e-01
195           	-2.235724e-02	2.207851e-01	1.003395e+00	4.793404e-01	5.240548e-01
196           	-2.214681e-02	2.211637e-01	1.005776e+00	4.807413e-01	5.250349e-01
197           	-2.189065e-02	2.216035e-01	1.008369e+00	4.822940e-01	5.260753e-01
198           	-2.161358e-02	2.221041e-01	1.011260e+00	4.840164e-01	5.272435e-01
199           	-2.129951e-02	2.226754e-01	1.014433e+00	4.859170e-01	5.285160e-01
200           	-2.096147e-02	2.232849e-01	1.017905e+00	4.879910e-01	5.299139e-01
201           	-2.059647e-02	2.239326e-01	1.021671e+00	4.902389e-01	5.314318e-01
202           	-2.015448e-02	2.246245e-01	1.025568e+00	4.926295e-01	5.329385e-01
203           	-1.966349e-02	2.253804e-01	1.029727e+00	4.952001e-01	5.345271e-01
204           	-1.914476e-02	2.261751e-01	1.034106e+00	4.979083e-01	5.361978e-01
205           	-1.857147e-02	2.270159e-01	1.038693e+00	5.007751e-01	5.379181e-01
206           	-1.795266e-02	2.279086e-01	1.043558e+00	5.038264e-01	5.397317e-01
207           	-1.723918e-02	2.288281e-01	1.048526e+00	5.070240e-01	5.415023e-01
208           	-1.645725e-02	2.297991e-01	1.053728e+00	5.104065e-01	5.433210e-01
209           	-1.563057e-02	2.308057e-01	1.059106e+00	5.139227e-01	5.451838e-01
210           	-1.462104e-02	2.318650e-01	1.064514e+00	5.176362e-01	5.468782e-01
211           	-1.358483e-02	2.330078e-01	1.070277e+00	5.215537e-01	5.487234e-01
212           	-1.256833e-02	2.341564e-01	1.076185e+00	5.255243e-01	5.506610e-01
213           	-1.154071e-02	2.352964e-01	1.082287e+00	5.296028e-01	5.526843e-01
214           	-1.036483e-02	2.364664e-01	1.088566e+00	5.339183e-01	5.546480e-01
215           	-8.994010e-03	2.377252e-01	1.095059e+00	5.385356e-01	5.565236e-01
216           	-7.538494e-03	2.390435e-01	1.101612e+00	5.432677e-01	5.583447e-01
217           	-6.051832e-03	2.403921e-01	1.108296e+00	5.480963e-01	5.601999e-01
218           	-4.562687e-03	2.416957e-01	1.115060e+00	5.529672e-01	5.620926e-01
219           	-2.940460e-03	2.430580e-01	1.122187e+00	5.581530e-01	5.640340e-01
220           	-1.187039e-03	2.444624e-01	1.129211e+00	5.634186e-01	5.657927e-01
221           	7.162377e-04	2.459295e-01	1.136387e+00	5.689097e-01	5.674773e-01
222           	2.698282e-03	2.473956e-01	1.143852e+00	5.746245e-01	5.692279e-01
223           	4.751592e-03	2.489202e-01	1.151447e+00	5.804752e-01	5.709720e-01
224           	6.865356e-03	2.504441e-01	1.159245e+00	5.864877e-01	5.727570e-01
225           	9.087269e-03	2.519852e-01	1.166812e+00	5.924931e-01	5.743185e-01
226           	1.145601e-02	2.535833e-01	1.174751e+00	5.988316e-01	5.759196e-01
227           	1.396235e-02	2.552379e-01	1.183032e+00	6.054784e-01	5.775537e-01
228           	1.654179e-02	2.569000e-01	1.191394e+00	6.122388e-01	5.791552e-01
229           	1.913670e-02	2.585246e-01	1.199825e+00	6.190491e-01	5.807757e-01
230           	2.180075e-02	2.601242e-01	1.208136e+00	6.258688e-01	5.822673e-01
231           	2.479136e-02	2.619328e-01	1.216867e+00	6.332249e-01	5.836422e-01
232           	2.814387e-02	2.639990e-01	1.225921e+00	6.411045e-01	5.848168e-01
233           	3.167338e-02	2.661223e-01	1.235237e+00	6.492918e-01	5.859451e-01
234           	3.522224e-02	2.681480e-01	1.243936e+00	6.571900e-01	5.867455e-01
235           	3.880994e-02	2.700875e-01	1.252708e+00	6.651642e-01	5.875443e-01
236           	4.254349e-02	2.721065e-01	1.261806e+00	6.734466e-01	5.883596e-01
237           	4.641851e-02	2.741549e-01	1.271022e+00	6.819293e-01	5.890923e-01
238           	5.043344e-02	2.762229e-01	1.280480e+00	6.906733e-01	5.898065e-01
239           	5.445494e-02	2.779971e-01	1.288915e+00	6.989126e-01	5.900027e-01
240           	5.863509e-02	2.797925e-01	1.297081e+00	7.071757e-01	5.899055e-01
241           	6.308017e-02	2.819151e-01	1.306609e+00	7.163848e-01	5.902245e-01
242           	6.762831e-02	2.840121e-01	1.315717e+00	7.254867e-01	5.902301e-01
243           	7.226173e-02	2.860197e-01	1.324620e+00	7.345716e-01	5.900481e-01
244           	7.693662e-02	2.879009e-01	1.332909e+00	7.433910e-01	5.895178e-01
245           	8.177829e-02	2.897100e-01	1.341455e+00	7.525060e-01	5.889494e-01
246           	8.693042e-02	2.917604e-01	1.350687e+00	7.622739e-01	5.884130e-01
247           	9.217758e-02	2.938674e-01	1.359251e+00	7.718033e-01	5.874482e-01
248           	9.750118e-02	2.958399e-01	1.367648e+00	7.813252e-01	5.863229e-01
249           	1.029080e-01	2.978949e-01	1.376482e+00	7.911491e-01	5.853330e-01
250           	1.082780e-01	2.994661e-01	1.383735e+00	8.001456e-01	5.835896e-01
251           	1.138523e-01	3.012154e-01	1.391832e+00	8.097684e-01	5.820638e-01
252           	1.197278e-01	3.032995e-01	1.400778e+00	8.201166e-01	5.806610e-01
253           	1.256230e-01	3.051600e-01	1.408610e+00	8.299280e-01	5.786820e-01
254           	1.314499e-01	3.066282e-01	1.415202e+00	8.390511e-01	5.761513e-01
255           	1.373371e-01	3.082222e-01	1.422489e+00	8.485815e-01	5.739073e-01
256           	1.433015e-01	3.097863e-01	1.429794e+00	8.581987e-01	5.715957e-01
257           	1.494062e-01	3.112500e-01	1.436340e+00	8.675764e-01	5.687640e-01
258           	1.556917e-01	3.127720e-01	1.443216e+00	8.772996e-01	5.659163e-01
259           	1.619401e-01	3.140076e-01	1.449019e+00	8.864496e-01	5.625695e-01
260           	1.682152e-01	3.153389e-01	1.455580e+00	8.960052e-01	5.595747e-01
261           	1.744514e-01	3.165522e-01	1.461334e+00	9.051184e-01	5.562156e-01
262           	1.807677e-01	3.176747e-01	1.466592e+00	9.140638e-01	5.525283e-01
263           	1.871852e-01	3.187013e-01	1.471560e+00	9.229653e-01	5.485949e-01
264           	1.935991e-01	3.196979e-01	1.475963e+00	9.315805e-01	5.443823e-01
265           	1.999659e-01	3.204637e-01	1.480612e+00	9.402721e-01	5.403404e-01
266           	2.063065e-01	3.212363e-01	1.484938e+00	9.487753e-01	5.361623e-01
267           	2.126749e-01	3.217738e-01	1.488411e+00	9.568805e-01	5.315308e-01
268           	2.191046e-01	3.223987e-01	1.491716e+00	9.649625e-01	5.267533e-01
269           	2.253801e-01	3.228763e-01	1.494215e+00	9.724877e-01	5.217275e-01
270           	2.316065e-01	3.234230e-01	1.497815e+00	9.805141e-01	5.173011e-01
271           	2.375603e-01	3.233736e-01	1.499809e+00	9.874646e-01	5.123440e-01
272           	2.435263e-01	3.232746e-01	1.501355e+00	9.942039e-01	5.071514e-01
273           	2.495765e-01	3.234260e-01	1.503629e+00	1.001391e+00	5.022378e-01
274           	2.557965e-01	3.239818e-01	1.507511e+00	1.009552e+00	4.979593e-01
275           	2.617203e-01	3.241890e-01	1.510401e+00	1.016921e+00	4.934800e-01
276           	2.673474e-01	3.239239e-01	1.512099e+00	1.023397e+00	4.887023e-01
277           	2.727404e-01	3.237670e-01	1.513403e+00	1.029442e+00	4.839611e-01
278           	2.782496e-01	3.240745e-01	1.517703e+00	1.037101e+00	4.806021e-01
279           	2.836685e-01	3.245116e-01	1.522748e+00	1.045043e+00	4.777054e-01
280           	2.890013e-01	3.249559e-01	1.528280e+00	1.053141e+00	4.751388e-01
281           	2.941744e-01	3.254321e-01	1.534016e+00	1.061183e+00	4.728338e-01
282           	2.990160e-01	3.257014e-01	1.538004e+00	1.068018e+00	4.699862e-01
283           	3.037455e-01	3.257244e-01	1.541682e+00	1.074586e+00	4.670953e-01
284           	3.085388e-01	3.256939e-01	1.545807e+00	1.081443e+00	4.643648e-01
285           	3.132497e-01	3.255893e-01	1.549613e+00	1.088056e+00	4.615565e-01
286           	3.177082e-01	3.254454e-01	1.553180e+00	1.094298e+00	4.588818e-01
287           	3.217754e-01	3.250226e-01	1.555850e+00	1.099701e+00	4.561497e-01
288           	3.255611e-01	3.244891e-01	1.557870e+00	1.104496e+00	4.533741e-01
289           	3.292305e-01	3.238598e-01	1.560045e+00	1.109253e+00	4.507921e-01
290           	3.327744e-01	3.231574e-01	1.562233e+00	1.113891e+00	4.483419e-01
291           	3.361127e-01	3.223546e-01	1.564238e+00	1.118232e+00	4.460064e-01
292           	3.390532e-01	3.213269e-01	1.565075e+00	1.121591e+00	4.434845e-01
293           	3.416924e-01	3.201047e-01	1.565434e+00	1.124409e+00	4.410247e-01
294           	3.441841e-01	3.187782e-01	1.565819e+00	1.127093e+00	4.387253e-01
295           	3.464194e-01	3.172368e-01	1.565590e+00	1.129214e+00	4.363756e-01
296           	3.483775e-01	3.155817e-01	1.564824e+00	1.130789e+00	4.340343e-01
297           	3.499535e-01	3.137649e-01	1.563708e+00	1.131807e+00	4.319003e-01
298           	3.511954e-01	3.118525e-01	1.562129e+00	1.132260e+00	4.298689e-01
299           	3.520541e-01	3.094301e-01	1.559248e+00	1.131678e+00	4.275702e-01
300           	3.526899e-01	3.068663e-01	1.556382e+00	1.130881e+00	4.255010e-01
301           	3.531088e-01	3.043302e-01	1.552761e+00	1.129489e+00	4.232719e-01
302           	3.532414e-01	3.019133e-01	1.549219e+00	1.127851e+00	4.213680e-01
303           	3.527440e-01	2.988407e-01	1.544427e+00	1.124957e+00	4.194693e-01
304           	3.518642e-01	2.953970e-01	1.539732e+00	1.121730e+00	4.180018e-01
305           	3.507405e-01	2.919062e-01	1.533674e+00	1.117577e+00	4.160964e-01
306           	3.491519e-01	2.881893e-01	1.525923e+00	1.112114e+00	4.138098e-01
307           	3.473214e-01	2.845776e-01	1.518511e+00	1.106577e+00	4.119340e-01
308           	3.448919e-01	2.804277e-01	1.511391e+00	1.100588e+00	4.108038e-01
309           	3.420667e-01	2.760937e-01	1.502898e+00	1.093515e+00	4.093821e-01
310           	3.387745e-01	2.713721e-01	1.492688e+00	1.085119e+00	4.075697e-01
