# Force coefficients
# liftDir     : (-2.588190e-01 9.659258e-01 0.000000e+00)
# dragDir     : (9.659258e-01 2.588190e-01 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 5.148150e+01
# lRef        : 1.000000e+00
# Aref        : 1.000000e-02
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
26            	-5.263035e-02	2.393085e-01	6.553608e-01	2.750500e-01	3.803107e-01
27            	-7.926133e-03	4.802189e-02	6.480101e-01	3.160789e-01	3.319312e-01
28            	6.733758e-02	2.499518e-02	7.858825e-01	4.602788e-01	3.256037e-01
29            	9.401219e-02	1.296939e-01	8.904023e-01	5.392133e-01	3.511889e-01
30            	5.830640e-02	2.322748e-01	9.158585e-01	5.162356e-01	3.996228e-01
31            	1.405159e-02	2.317012e-01	8.572848e-01	4.426940e-01	4.145908e-01
32            	4.074328e-03	1.729348e-01	8.119234e-01	4.100360e-01	4.018874e-01
33            	2.835330e-02	1.305216e-01	8.145390e-01	4.356228e-01	3.789162e-01
34            	5.289166e-02	1.380537e-01	8.512897e-01	4.785365e-01	3.727532e-01
35            	5.371960e-02	1.719655e-01	8.860153e-01	4.967273e-01	3.892881e-01
36            	3.685073e-02	1.932584e-01	8.929327e-01	4.833171e-01	4.096156e-01
37            	2.362612e-02	1.863608e-01	8.734601e-01	4.603562e-01	4.131039e-01
38            	2.377870e-02	1.704184e-01	8.580399e-01	4.527987e-01	4.052413e-01
39            	3.233807e-02	1.667383e-01	8.675644e-01	4.661203e-01	4.014442e-01
40            	3.727390e-02	1.753190e-01	8.904095e-01	4.824787e-01	4.079309e-01
41            	3.442115e-02	1.853152e-01	9.097291e-01	4.892857e-01	4.204434e-01
42            	2.815241e-02	1.844706e-01	9.125630e-01	4.844339e-01	4.281291e-01
43            	2.510566e-02	1.784970e-01	9.056884e-01	4.779498e-01	4.277385e-01
44            	2.642843e-02	1.737215e-01	9.017074e-01	4.772821e-01	4.244253e-01
45            	2.904846e-02	1.757365e-01	9.108145e-01	4.844557e-01	4.263588e-01
46            	2.951018e-02	1.802282e-01	9.260975e-01	4.925589e-01	4.335386e-01
47            	2.770282e-02	1.826738e-01	9.371067e-01	4.962562e-01	4.408505e-01
48            	2.579115e-02	1.807621e-01	9.407953e-01	4.961888e-01	4.446065e-01
49            	2.570563e-02	1.782453e-01	9.421007e-01	4.967560e-01	4.453447e-01
50            	2.657282e-02	1.768962e-01	9.460314e-01	4.995885e-01	4.464429e-01
51            	2.693142e-02	1.779458e-01	9.531926e-01	5.035277e-01	4.496649e-01
52            	2.603935e-02	1.798749e-01	9.614641e-01	5.067714e-01	4.546927e-01
53            	2.474216e-02	1.803763e-01	9.673226e-01	5.084035e-01	4.589192e-01
54            	2.424363e-02	1.799755e-01	9.710116e-01	5.097494e-01	4.612622e-01
55            	2.492647e-02	1.793011e-01	9.759487e-01	5.129008e-01	4.630479e-01
56            	2.585906e-02	1.795730e-01	9.810450e-01	5.163815e-01	4.646634e-01
57            	2.619776e-02	1.804566e-01	9.874395e-01	5.199175e-01	4.675220e-01
58            	2.534767e-02	1.811919e-01	9.918686e-01	5.212820e-01	4.705866e-01
59            	2.385832e-02	1.812101e-01	9.947974e-01	5.212570e-01	4.735404e-01
60            	2.259091e-02	1.809608e-01	9.971810e-01	5.211814e-01	4.759996e-01
61            	2.205284e-02	1.806181e-01	9.997342e-01	5.219199e-01	4.778142e-01
62            	2.245660e-02	1.809524e-01	1.004893e+00	5.249029e-01	4.799897e-01
63            	2.373149e-02	1.819168e-01	1.012170e+00	5.298167e-01	4.823537e-01
64            	2.491642e-02	1.829504e-01	1.019273e+00	5.345528e-01	4.847200e-01
65            	2.498538e-02	1.831974e-01	1.022869e+00	5.364198e-01	4.864491e-01
66            	2.398800e-02	1.831823e-01	1.025562e+00	5.367691e-01	4.887931e-01
67            	2.234871e-02	1.829176e-01	1.027525e+00	5.361111e-01	4.914137e-01
68            	2.066170e-02	1.825942e-01	1.029516e+00	5.354198e-01	4.940964e-01
69            	1.983496e-02	1.822929e-01	1.032050e+00	5.358601e-01	4.961902e-01
70            	2.038880e-02	1.825730e-01	1.037459e+00	5.391183e-01	4.983407e-01
71            	2.165161e-02	1.834404e-01	1.044877e+00	5.440902e-01	5.007870e-01
72            	2.280883e-02	1.841337e-01	1.051388e+00	5.485027e-01	5.028850e-01
73            	2.304546e-02	1.844736e-01	1.056121e+00	5.511061e-01	5.050152e-01
74            	2.234899e-02	1.845712e-01	1.059853e+00	5.522753e-01	5.075774e-01
75            	2.088211e-02	1.843492e-01	1.062342e+00	5.520532e-01	5.102890e-01
76            	1.917769e-02	1.837818e-01	1.063237e+00	5.507961e-01	5.124407e-01
77            	1.822407e-02	1.834985e-01	1.065796e+00	5.511222e-01	5.146740e-01
78            	1.822814e-02	1.837160e-01	1.071049e+00	5.537526e-01	5.172963e-01
79            	1.886202e-02	1.843087e-01	1.077511e+00	5.576177e-01	5.198936e-01
80            	1.947204e-02	1.846594e-01	1.082545e+00	5.607445e-01	5.218004e-01
81            	1.967725e-02	1.848396e-01	1.086437e+00	5.628955e-01	5.235410e-01
82            	1.950950e-02	1.852419e-01	1.091356e+00	5.651876e-01	5.261687e-01
83            	1.888867e-02	1.851383e-01	1.094728e+00	5.662528e-01	5.284754e-01
84            	1.789004e-02	1.849562e-01	1.098063e+00	5.669213e-01	5.311412e-01
85            	1.667648e-02	1.844992e-01	1.099234e+00	5.662937e-01	5.329408e-01
86            	1.609011e-02	1.846845e-01	1.102977e+00	5.675784e-01	5.353982e-01
87            	1.604217e-02	1.845050e-01	1.105875e+00	5.689796e-01	5.368953e-01
88            	1.625085e-02	1.845100e-01	1.109929e+00	5.712153e-01	5.387136e-01
89            	1.654492e-02	1.846863e-01	1.114428e+00	5.737589e-01	5.406691e-01
90            	1.645603e-02	1.844293e-01	1.116060e+00	5.744861e-01	5.415741e-01
91            	1.631170e-02	1.843577e-01	1.118802e+00	5.757126e-01	5.430892e-01
92            	1.602075e-02	1.839004e-01	1.120838e+00	5.764398e-01	5.443983e-01
93            	1.566437e-02	1.833902e-01	1.122639e+00	5.769837e-01	5.456550e-01
94            	1.521608e-02	1.828790e-01	1.123645e+00	5.770385e-01	5.466063e-01
95            	1.485934e-02	1.825034e-01	1.124959e+00	5.773388e-01	5.476201e-01
96            	1.479133e-02	1.821434e-01	1.126385e+00	5.779840e-01	5.484013e-01
97            	1.507101e-02	1.819785e-01	1.129338e+00	5.797401e-01	5.495981e-01
98            	1.512915e-02	1.813239e-01	1.129931e+00	5.800948e-01	5.498365e-01
99            	1.517542e-02	1.806965e-01	1.129891e+00	5.801210e-01	5.497702e-01
100           	1.535126e-02	1.804077e-01	1.131110e+00	5.809064e-01	5.502039e-01
101           	1.546630e-02	1.800281e-01	1.131996e+00	5.814641e-01	5.505315e-01
102           	1.566582e-02	1.797372e-01	1.132892e+00	5.821120e-01	5.507804e-01
103           	1.574398e-02	1.791655e-01	1.132558e+00	5.820231e-01	5.505352e-01
104           	1.599996e-02	1.787681e-01	1.133019e+00	5.825096e-01	5.505097e-01
105           	1.611477e-02	1.781169e-01	1.131450e+00	5.818399e-01	5.496103e-01
106           	1.641840e-02	1.777136e-01	1.131722e+00	5.822795e-01	5.494427e-01
107           	1.676354e-02	1.775712e-01	1.132469e+00	5.829979e-01	5.494708e-01
108           	1.717752e-02	1.774178e-01	1.133208e+00	5.837814e-01	5.494263e-01
109           	1.745052e-02	1.769183e-01	1.132647e+00	5.837738e-01	5.488728e-01
110           	1.773555e-02	1.765294e-01	1.132622e+00	5.840466e-01	5.485755e-01
111           	1.808425e-02	1.760687e-01	1.132655e+00	5.844118e-01	5.482433e-01
112           	1.837501e-02	1.759334e-01	1.133102e+00	5.849261e-01	5.481760e-01
113           	1.850311e-02	1.757846e-01	1.133109e+00	5.850579e-01	5.480516e-01
114           	1.881748e-02	1.758269e-01	1.134832e+00	5.862333e-01	5.485983e-01
115           	1.904814e-02	1.754531e-01	1.135265e+00	5.866808e-01	5.485846e-01
116           	1.917580e-02	1.749661e-01	1.135445e+00	5.868983e-01	5.485467e-01
117           	1.932374e-02	1.744522e-01	1.135359e+00	5.870034e-01	5.483559e-01
118           	1.947623e-02	1.744937e-01	1.135974e+00	5.874631e-01	5.485106e-01
119           	1.985185e-02	1.748599e-01	1.138163e+00	5.889332e-01	5.492295e-01
120           	2.002894e-02	1.746678e-01	1.138869e+00	5.894635e-01	5.494057e-01
121           	2.007068e-02	1.741473e-01	1.138808e+00	5.894749e-01	5.493335e-01
122           	2.021930e-02	1.737455e-01	1.138958e+00	5.896984e-01	5.492598e-01
123           	2.038065e-02	1.735613e-01	1.138768e+00	5.897647e-01	5.490034e-01
124           	2.059451e-02	1.736417e-01	1.139634e+00	5.904114e-01	5.492224e-01
125           	2.071070e-02	1.736728e-01	1.141109e+00	5.912654e-01	5.498440e-01
126           	2.078364e-02	1.736055e-01	1.142376e+00	5.919714e-01	5.504041e-01
127           	2.089030e-02	1.733051e-01	1.141934e+00	5.918573e-01	5.500767e-01
128           	2.096424e-02	1.729089e-01	1.140849e+00	5.913887e-01	5.494602e-01
129           	2.108457e-02	1.729456e-01	1.142167e+00	5.921679e-01	5.499987e-01
130           	2.102227e-02	1.728946e-01	1.143827e+00	5.929356e-01	5.508911e-01
131           	2.108796e-02	1.731037e-01	1.145296e+00	5.937360e-01	5.515601e-01
132           	2.121855e-02	1.730588e-01	1.145120e+00	5.937787e-01	5.513416e-01
133           	2.124908e-02	1.727893e-01	1.144482e+00	5.934902e-01	5.509921e-01
134           	2.112847e-02	1.726763e-01	1.145664e+00	5.939605e-01	5.517035e-01
135           	2.099386e-02	1.727839e-01	1.148096e+00	5.950420e-01	5.530542e-01
136           	2.094368e-02	1.729022e-01	1.149637e+00	5.957623e-01	5.538750e-01
137           	2.098370e-02	1.728366e-01	1.149365e+00	5.956662e-01	5.536988e-01
138           	2.105555e-02	1.726809e-01	1.148492e+00	5.953017e-01	5.531906e-01
139           	2.114987e-02	1.730082e-01	1.150561e+00	5.964305e-01	5.541307e-01
140           	2.076260e-02	1.729819e-01	1.152576e+00	5.970504e-01	5.555252e-01
141           	2.035235e-02	1.728111e-01	1.153926e+00	5.973153e-01	5.566106e-01
142           	2.039442e-02	1.730806e-01	1.155445e+00	5.981167e-01	5.573279e-01
143           	2.061747e-02	1.732949e-01	1.155878e+00	5.985565e-01	5.573216e-01
144           	2.058442e-02	1.730371e-01	1.154723e+00	5.979458e-01	5.567769e-01
145           	2.045515e-02	1.730274e-01	1.155402e+00	5.981562e-01	5.572459e-01
146           	2.025435e-02	1.733580e-01	1.158465e+00	5.994868e-01	5.589781e-01
147           	1.979264e-02	1.732215e-01	1.159751e+00	5.996683e-01	5.600830e-01
148           	1.961732e-02	1.731468e-01	1.160197e+00	5.997158e-01	5.604812e-01
149           	1.988337e-02	1.734171e-01	1.161117e+00	6.004420e-01	5.606753e-01
150           	1.997166e-02	1.735709e-01	1.160782e+00	6.003627e-01	5.604194e-01
151           	1.984932e-02	1.734314e-01	1.160319e+00	6.000089e-01	5.603103e-01
152           	1.961685e-02	1.731777e-01	1.160500e+00	5.998669e-01	5.606332e-01
153           	1.944205e-02	1.733397e-01	1.162635e+00	6.007593e-01	5.618752e-01
154           	1.941031e-02	1.736167e-01	1.165009e+00	6.019149e-01	5.630942e-01
155           	1.914955e-02	1.734993e-01	1.164242e+00	6.012707e-01	5.629716e-01
156           	1.902863e-02	1.733242e-01	1.163015e+00	6.005361e-01	5.624789e-01
157           	1.901828e-02	1.731988e-01	1.162554e+00	6.002955e-01	5.622589e-01
158           	1.921987e-02	1.736386e-01	1.164781e+00	6.016105e-01	5.631707e-01
159           	1.922485e-02	1.736679e-01	1.165971e+00	6.022106e-01	5.637609e-01
160           	1.882792e-02	1.733009e-01	1.164954e+00	6.013051e-01	5.636493e-01
161           	1.845826e-02	1.730807e-01	1.164356e+00	6.006361e-01	5.637196e-01
162           	1.831261e-02	1.730535e-01	1.164435e+00	6.005301e-01	5.639049e-01
163           	1.845468e-02	1.733865e-01	1.165944e+00	6.014266e-01	5.645173e-01
164           	1.856468e-02	1.735607e-01	1.166959e+00	6.020441e-01	5.649147e-01
165           	1.842098e-02	1.732472e-01	1.166095e+00	6.014683e-01	5.646263e-01
166           	1.819294e-02	1.729659e-01	1.165197e+00	6.007916e-01	5.644058e-01
167           	1.802258e-02	1.728122e-01	1.164666e+00	6.003558e-01	5.643106e-01
168           	1.791286e-02	1.728254e-01	1.164983e+00	6.004042e-01	5.645785e-01
169           	1.784209e-02	1.728780e-01	1.165672e+00	6.006782e-01	5.649940e-01
170           	1.781369e-02	1.729207e-01	1.166235e+00	6.009313e-01	5.653039e-01
171           	1.779980e-02	1.729148e-01	1.166379e+00	6.009892e-01	5.653896e-01
172           	1.774217e-02	1.726926e-01	1.165556e+00	6.005204e-01	5.650360e-01
173           	1.764869e-02	1.723872e-01	1.164449e+00	5.998732e-01	5.645758e-01
174           	1.755280e-02	1.722306e-01	1.163818e+00	5.994620e-01	5.643564e-01
175           	1.748523e-02	1.721888e-01	1.163673e+00	5.993219e-01	5.643515e-01
176           	1.742675e-02	1.721662e-01	1.163845e+00	5.993494e-01	5.644959e-01
177           	1.740439e-02	1.721665e-01	1.164153e+00	5.994809e-01	5.646721e-01
178           	1.740410e-02	1.721036e-01	1.164124e+00	5.994660e-01	5.646578e-01
179           	1.740222e-02	1.719782e-01	1.163697e+00	5.992506e-01	5.644462e-01
180           	1.738600e-02	1.718508e-01	1.163120e+00	5.989460e-01	5.641740e-01
181           	1.735688e-02	1.717280e-01	1.162519e+00	5.986163e-01	5.639025e-01
182           	1.731025e-02	1.715528e-01	1.161860e+00	5.982402e-01	5.636197e-01
183           	1.725972e-02	1.713876e-01	1.161433e+00	5.979765e-01	5.634570e-01
184           	1.722066e-02	1.712714e-01	1.161286e+00	5.978634e-01	5.634221e-01
185           	1.723151e-02	1.712530e-01	1.161319e+00	5.978911e-01	5.634281e-01
186           	1.725413e-02	1.711754e-01	1.161046e+00	5.977770e-01	5.632688e-01
187           	1.725417e-02	1.710186e-01	1.160454e+00	5.974813e-01	5.629729e-01
188           	1.727024e-02	1.708864e-01	1.159707e+00	5.971237e-01	5.625832e-01
189           	1.726661e-02	1.707143e-01	1.158895e+00	5.967142e-01	5.621809e-01
190           	1.723914e-02	1.705572e-01	1.158301e+00	5.963899e-01	5.619116e-01
191           	1.717728e-02	1.703915e-01	1.157935e+00	5.961447e-01	5.617902e-01
192           	1.714967e-02	1.702654e-01	1.157633e+00	5.959663e-01	5.616669e-01
193           	1.717445e-02	1.701127e-01	1.157089e+00	5.957191e-01	5.613701e-01
194           	1.722892e-02	1.699670e-01	1.156341e+00	5.953995e-01	5.609417e-01
195           	1.727969e-02	1.698474e-01	1.155469e+00	5.950141e-01	5.604547e-01
196           	1.728090e-02	1.696564e-01	1.154493e+00	5.945276e-01	5.599658e-01
197           	1.723935e-02	1.694365e-01	1.153612e+00	5.940455e-01	5.595668e-01
198           	1.721014e-02	1.692199e-01	1.152844e+00	5.936323e-01	5.592120e-01
199           	1.719322e-02	1.690656e-01	1.152012e+00	5.931993e-01	5.588129e-01
200           	1.724686e-02	1.688161e-01	1.150954e+00	5.927237e-01	5.582300e-01
201           	1.736917e-02	1.685959e-01	1.149635e+00	5.921868e-01	5.574484e-01
202           	1.740342e-02	1.683632e-01	1.148089e+00	5.914481e-01	5.566412e-01
203           	1.745966e-02	1.680827e-01	1.146636e+00	5.907776e-01	5.558582e-01
204           	1.738991e-02	1.677694e-01	1.145348e+00	5.900637e-01	5.552839e-01
205           	1.739832e-02	1.674623e-01	1.143925e+00	5.893607e-01	5.545640e-01
206           	1.749758e-02	1.671610e-01	1.142251e+00	5.886231e-01	5.536280e-01
207           	1.759638e-02	1.668105e-01	1.140294e+00	5.877433e-01	5.525505e-01
208           	1.768592e-02	1.664764e-01	1.138274e+00	5.868228e-01	5.514510e-01
209           	1.771658e-02	1.660888e-01	1.136300e+00	5.858665e-01	5.504333e-01
210           	1.772308e-02	1.656550e-01	1.134550e+00	5.849982e-01	5.495520e-01
211           	1.774829e-02	1.652263e-01	1.132574e+00	5.840353e-01	5.485387e-01
212           	1.788491e-02	1.647014e-01	1.129320e+00	5.825451e-01	5.467753e-01
213           	1.801533e-02	1.642947e-01	1.126866e+00	5.814482e-01	5.454175e-01
214           	1.806038e-02	1.638627e-01	1.124853e+00	5.804869e-01	5.443662e-01
215           	1.804013e-02	1.633879e-01	1.122787e+00	5.794338e-01	5.433536e-01
216           	1.803334e-02	1.628527e-01	1.120534e+00	5.783006e-01	5.422339e-01
217           	1.812472e-02	1.622928e-01	1.117635e+00	5.769424e-01	5.406930e-01
218           	1.823593e-02	1.617592e-01	1.114660e+00	5.755657e-01	5.390938e-01
219           	1.830550e-02	1.611601e-01	1.111377e+00	5.739938e-01	5.373828e-01
220           	1.826692e-02	1.605864e-01	1.108788e+00	5.726607e-01	5.361269e-01
221           	1.818845e-02	1.600946e-01	1.107036e+00	5.717066e-01	5.353297e-01
222           	1.818941e-02	1.595423e-01	1.104668e+00	5.705233e-01	5.341444e-01
223           	1.824810e-02	1.589095e-01	1.101434e+00	5.689651e-01	5.324689e-01
224           	1.824682e-02	1.582385e-01	1.098137e+00	5.673156e-01	5.308219e-01
225           	1.818153e-02	1.575800e-01	1.095187e+00	5.657748e-01	5.294118e-01
226           	1.805885e-02	1.569433e-01	1.092689e+00	5.644033e-01	5.282856e-01
227           	1.797023e-02	1.563431e-01	1.090279e+00	5.631095e-01	5.271690e-01
228           	1.790158e-02	1.557509e-01	1.087770e+00	5.617864e-01	5.259832e-01
229           	1.782159e-02	1.551235e-01	1.085105e+00	5.603740e-01	5.247308e-01
230           	1.772456e-02	1.544233e-01	1.082145e+00	5.587971e-01	5.233480e-01
231           	1.751413e-02	1.537459e-01	1.079600e+00	5.573141e-01	5.222859e-01
232           	1.730439e-02	1.530819e-01	1.077180e+00	5.558946e-01	5.212859e-01
233           	1.715407e-02	1.524297e-01	1.074686e+00	5.544973e-01	5.201891e-01
234           	1.696754e-02	1.518305e-01	1.072534e+00	5.532345e-01	5.192994e-01
235           	1.670513e-02	1.512352e-01	1.070636e+00	5.520231e-01	5.186128e-01
236           	1.649556e-02	1.505870e-01	1.068171e+00	5.505812e-01	5.175900e-01
237           	1.619452e-02	1.499196e-01	1.065812e+00	5.491007e-01	5.167117e-01
238           	1.587620e-02	1.493170e-01	1.064041e+00	5.478966e-01	5.161442e-01
239           	1.554200e-02	1.487265e-01	1.062425e+00	5.467545e-01	5.156705e-01
240           	1.518238e-02	1.481582e-01	1.060838e+00	5.456016e-01	5.152368e-01
241           	1.483304e-02	1.476409e-01	1.059526e+00	5.445961e-01	5.149301e-01
242           	1.444732e-02	1.470932e-01	1.058048e+00	5.434713e-01	5.145767e-01
243           	1.400600e-02	1.465256e-01	1.056610e+00	5.423108e-01	5.142988e-01
244           	1.352118e-02	1.459636e-01	1.055324e+00	5.411832e-01	5.141409e-01
245           	1.302778e-02	1.454464e-01	1.054301e+00	5.401781e-01	5.141225e-01
246           	1.258995e-02	1.450153e-01	1.053838e+00	5.395089e-01	5.143291e-01
247           	1.214241e-02	1.445853e-01	1.053236e+00	5.387604e-01	5.144756e-01
248           	1.161628e-02	1.440042e-01	1.051559e+00	5.373959e-01	5.141634e-01
249           	1.108930e-02	1.435572e-01	1.050990e+00	5.365841e-01	5.144055e-01
250           	1.049505e-02	1.430058e-01	1.049950e+00	5.354702e-01	5.144801e-01
251           	9.937172e-03	1.425205e-01	1.049272e+00	5.345733e-01	5.146990e-01
252           	9.426219e-03	1.421904e-01	1.049382e+00	5.341173e-01	5.152649e-01
253           	8.889626e-03	1.417613e-01	1.049009e+00	5.333940e-01	5.156147e-01
254           	8.329422e-03	1.412754e-01	1.048245e+00	5.324520e-01	5.157931e-01
255           	7.732693e-03	1.407041e-01	1.046904e+00	5.311847e-01	5.157194e-01
256           	7.114973e-03	1.402116e-01	1.046064e+00	5.301467e-01	5.159168e-01
257           	6.460360e-03	1.397186e-01	1.045390e+00	5.291553e-01	5.162346e-01
258           	5.908290e-03	1.394214e-01	1.045632e+00	5.287241e-01	5.169075e-01
259           	5.341523e-03	1.390624e-01	1.045760e+00	5.282217e-01	5.175387e-01
260           	4.764985e-03	1.386227e-01	1.045461e+00	5.274955e-01	5.179655e-01
261           	4.184280e-03	1.381616e-01	1.044870e+00	5.266193e-01	5.182508e-01
262           	3.559100e-03	1.375954e-01	1.043687e+00	5.254024e-01	5.182842e-01
263           	2.884081e-03	1.370588e-01	1.042725e+00	5.242467e-01	5.184786e-01
264           	2.235456e-03	1.366893e-01	1.042656e+00	5.235636e-01	5.190927e-01
265           	1.608262e-03	1.363377e-01	1.042777e+00	5.229966e-01	5.197801e-01
266           	9.927923e-04	1.358810e-01	1.042587e+00	5.222865e-01	5.203010e-01
267           	4.112000e-04	1.355580e-01	1.042859e+00	5.218407e-01	5.210183e-01
268           	-1.571021e-04	1.350867e-01	1.042255e+00	5.209706e-01	5.212848e-01
269           	-7.522201e-04	1.346988e-01	1.041952e+00	5.202239e-01	5.217284e-01
270           	-1.411967e-03	1.342689e-01	1.041594e+00	5.193848e-01	5.222087e-01
271           	-2.096234e-03	1.339104e-01	1.041709e+00	5.187582e-01	5.229507e-01
272           	-2.772322e-03	1.334971e-01	1.041730e+00	5.180927e-01	5.236374e-01
273           	-3.379480e-03	1.331450e-01	1.041895e+00	5.175680e-01	5.243270e-01
274           	-3.923879e-03	1.328129e-01	1.042009e+00	5.170807e-01	5.249284e-01
275           	-4.491730e-03	1.325532e-01	1.042460e+00	5.167385e-01	5.257219e-01
276           	-5.131306e-03	1.322854e-01	1.043027e+00	5.163824e-01	5.266450e-01
277           	-5.829435e-03	1.319886e-01	1.043556e+00	5.159488e-01	5.276077e-01
278           	-6.591783e-03	1.316251e-01	1.044056e+00	5.154364e-01	5.286200e-01
279           	-7.231560e-03	1.313210e-01	1.044612e+00	5.150744e-01	5.295375e-01
280           	-7.671728e-03	1.311850e-01	1.045434e+00	5.150453e-01	5.303888e-01
281           	-8.001814e-03	1.311258e-01	1.046230e+00	5.151130e-01	5.311166e-01
282           	-8.414892e-03	1.310525e-01	1.047026e+00	5.150980e-01	5.319278e-01
283           	-8.911128e-03	1.308870e-01	1.047548e+00	5.148629e-01	5.326852e-01
284           	-9.417719e-03	1.306906e-01	1.047975e+00	5.145696e-01	5.334050e-01
285           	-9.866788e-03	1.305741e-01	1.048700e+00	5.144832e-01	5.342168e-01
286           	-1.026980e-02	1.305715e-01	1.049906e+00	5.146830e-01	5.352226e-01
287           	-1.066067e-02	1.306100e-01	1.051385e+00	5.150318e-01	5.363531e-01
288           	-1.105046e-02	1.306124e-01	1.052820e+00	5.153594e-01	5.374603e-01
289           	-1.151881e-02	1.305468e-01	1.054053e+00	5.155075e-01	5.385451e-01
290           	-1.195312e-02	1.304613e-01	1.055107e+00	5.156002e-01	5.395064e-01
291           	-1.231655e-02	1.304263e-01	1.056232e+00	5.157995e-01	5.404326e-01
292           	-1.269416e-02	1.304092e-01	1.057391e+00	5.160014e-01	5.413897e-01
293           	-1.304814e-02	1.304457e-01	1.058839e+00	5.163714e-01	5.424677e-01
294           	-1.333192e-02	1.305397e-01	1.060419e+00	5.168777e-01	5.435416e-01
295           	-1.355500e-02	1.306674e-01	1.062062e+00	5.174759e-01	5.445859e-01
296           	-1.371340e-02	1.308176e-01	1.063649e+00	5.181109e-01	5.455377e-01
297           	-1.384991e-02	1.309552e-01	1.065087e+00	5.186933e-01	5.463932e-01
298           	-1.400968e-02	1.310506e-01	1.066381e+00	5.191806e-01	5.472000e-01
299           	-1.419495e-02	1.311361e-01	1.067722e+00	5.196663e-01	5.480562e-01
300           	-1.437528e-02	1.312191e-01	1.069113e+00	5.201815e-01	5.489320e-01
301           	-1.444906e-02	1.313541e-01	1.070643e+00	5.208726e-01	5.497707e-01
302           	-1.442363e-02	1.315135e-01	1.072154e+00	5.216534e-01	5.505007e-01
303           	-1.425569e-02	1.318194e-01	1.074219e+00	5.228540e-01	5.513653e-01
304           	-1.432977e-02	1.317536e-01	1.074805e+00	5.230727e-01	5.517322e-01
305           	-1.446581e-02	1.316752e-01	1.075372e+00	5.232202e-01	5.521518e-01
306           	-1.446567e-02	1.317358e-01	1.076443e+00	5.237559e-01	5.526872e-01
307           	-1.419652e-02	1.320692e-01	1.078541e+00	5.250737e-01	5.534668e-01
308           	-1.385119e-02	1.321572e-01	1.079570e+00	5.259338e-01	5.536362e-01
309           	-1.361302e-02	1.320455e-01	1.079727e+00	5.262504e-01	5.534764e-01
310           	-1.343958e-02	1.320239e-01	1.080321e+00	5.267207e-01	5.535999e-01
311           	-1.323646e-02	1.321658e-01	1.081589e+00	5.275578e-01	5.540307e-01
312           	-1.289652e-02	1.323459e-01	1.082888e+00	5.285473e-01	5.543404e-01
