"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99453,0,0,0,-0.41951,0.10755,0.048154,0
99453,0,0,0,-0.41951,0.10755,0.048154,0.01
99454,0,0,0,-0.41916,0.11081,0.048638,0
99454,0,0,0,-0.41916,0.11081,0.048638,0.01
99454,0,0,0,-0.4187,0.1141,0.049109,0
99454,0,0,0,-0.4187,0.1141,0.049109,0.01
99455,0,0,0,-0.41809,0.11742,0.049568,0
99455,0,0,0,-0.41809,0.11742,0.049568,0.01
99456,0,0,0,-0.41732,0.12076,0.050015,0
99456,0,0,0,-0.41732,0.12076,0.050015,0.01
99457,0,0,0,-0.41648,0.12413,0.050449,0
99457,0,0,0,-0.41648,0.12413,0.050449,0.01
99458,0,0,0,-0.41552,0.12753,0.050871,0
99458,0,0,0,-0.41552,0.12753,0.050871,0.01
99460,0,0,0,-0.41445,0.13095,0.051282,0
99460,0,0,0,-0.41445,0.13095,0.051282,0.01
99461,0,0,0,-0.4133,0.1344,0.051681,0
99461,0,0,0,-0.4133,0.1344,0.051681,0.01
99463,0,0,0,-0.41203,0.13788,0.052069,0
99463,0,0,0,-0.41203,0.13788,0.052069,0.01
99465,0,0,0,-0.41072,0.14138,0.052445,0
99465,0,0,0,-0.41072,0.14138,0.052445,0.01
99467,0,0,0,-0.40934,0.14491,0.052811,0
99467,0,0,0,-0.40934,0.14491,0.052811,0.01
99468,0,0,0,-0.40788,0.14847,0.053165,0
99468,0,0,0,-0.40788,0.14847,0.053165,0.01
99470,0,0,0,-0.40635,0.15206,0.053509,0
99470,0,0,0,-0.40635,0.15206,0.053509,0.01
99472,0,0,0,-0.40478,0.15567,0.053843,0
99472,0,0,0,-0.40478,0.15567,0.053843,0.01
99475,0,0,0,-0.40313,0.15931,0.054166,0
99475,0,0,0,-0.40313,0.15931,0.054166,0.01
99477,0,0,0,-0.4014,0.16298,0.054478,0
99477,0,0,0,-0.4014,0.16298,0.054478,0.01
99479,0,0,0,-0.39963,0.16668,0.05478,0
99479,0,0,0,-0.39963,0.16668,0.05478,0.01
99482,0,0,0,-0.39779,0.17041,0.055072,0
99482,0,0,0,-0.39779,0.17041,0.055072,0.01
99484,0,0,0,-0.39595,0.17416,0.055354,0
99484,0,0,0,-0.39595,0.17416,0.055354,0.01
99486,0,0,0,-0.39407,0.17794,0.055627,0
99486,0,0,0,-0.39407,0.17794,0.055627,0.01
99489,0,0,0,-0.39212,0.18175,0.055889,0
99489,0,0,0,-0.39212,0.18175,0.055889,0.01
99492,0,0,0,-0.39016,0.18559,0.056141,0
99492,0,0,0,-0.39016,0.18559,0.056141,0.01
99494,0,0,0,-0.38816,0.18946,0.056384,0
99494,0,0,0,-0.38816,0.18946,0.056384,0.01
99497,0,0,0,-0.38613,0.19335,0.056617,0
99497,0,0,0,-0.38613,0.19335,0.056617,0.01
99499,0,0,0,-0.38409,0.19728,0.05684,0
99499,0,0,0,-0.38409,0.19728,0.05684,0.01
99502,0,0,0,-0.38206,0.20123,0.057054,0
99502,0,0,0,-0.38206,0.20123,0.057054,0.01
99503,0,0,0,-0.38107,0.20522,0.057258,0
99503,0,0,0,-0.38107,0.20522,0.057258,0.01
