"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99610,0,0,0,-0.29888,0.36525,-0.058751,0
99617,0,0,0,-0.29393,0.37425,-0.058505,0.01
99617,0,0,0,-0.29393,0.37425,-0.058505,0
99623,0,0,0,-0.28898,0.38321,-0.058233,0.01
99623,0,0,0,-0.28898,0.38321,-0.058233,0
99630,0,0,0,-0.28407,0.39212,-0.057937,0.01
99630,0,0,0,-0.28407,0.39212,-0.057937,0
99636,0,0,0,-0.27919,0.40098,-0.057617,0.01
99636,0,0,0,-0.27919,0.40098,-0.057617,0
99642,0,0,0,-0.27433,0.4098,-0.057274,0.01
99642,0,0,0,-0.27433,0.4098,-0.057274,0
99649,0,0,0,-0.26949,0.41857,-0.05691,0.01
99649,0,0,0,-0.26949,0.41857,-0.05691,0
99655,0,0,0,-0.26469,0.42731,-0.056526,0.01
99655,0,0,0,-0.26469,0.42731,-0.056526,0
99661,0,0,0,-0.2599,0.43599,-0.056122,0.01
99661,0,0,0,-0.2599,0.43599,-0.056122,0
99668,0,0,0,-0.2551,0.44463,-0.055699,0.01
99668,0,0,0,-0.2551,0.44463,-0.055699,0
99674,0,0,0,-0.25035,0.45323,-0.055259,0.01
99674,0,0,0,-0.25035,0.45323,-0.055259,0
99680,0,0,0,-0.24562,0.46179,-0.054801,0.01
99680,0,0,0,-0.24562,0.46179,-0.054801,0
99686,0,0,0,-0.24091,0.4703,-0.054326,0.01
99686,0,0,0,-0.24091,0.4703,-0.054326,0
99692,0,0,0,-0.23622,0.47877,-0.053836,0.01
99692,0,0,0,-0.23622,0.47877,-0.053836,0
99698,0,0,0,-0.23155,0.48719,-0.053331,0.01
99698,0,0,0,-0.23155,0.48719,-0.053331,0
99704,0,0,0,-0.2269,0.49558,-0.052812,0.01
99704,0,0,0,-0.2269,0.49558,-0.052812,0
99710,0,0,0,-0.2223,0.50392,-0.052278,0.01
99710,0,0,0,-0.2223,0.50392,-0.052278,0
99716,0,0,0,-0.21769,0.51222,-0.051732,0.01
99716,0,0,0,-0.21769,0.51222,-0.051732,0
99722,0,0,0,-0.21309,0.52047,-0.051173,0.01
99722,0,0,0,-0.21309,0.52047,-0.051173,0
99728,0,0,0,-0.20848,0.52868,-0.050601,0.01
99728,0,0,0,-0.20848,0.52868,-0.050601,0
99734,0,0,0,-0.20392,0.53686,-0.050018,0.01
99734,0,0,0,-0.20392,0.53686,-0.050018,0
99740,0,0,0,-0.19939,0.54499,-0.049424,0.01
99740,0,0,0,-0.19939,0.54499,-0.049424,0
99746,0,0,0,-0.19486,0.55308,-0.04882,0.01
99746,0,0,0,-0.19486,0.55308,-0.04882,0
99752,0,0,0,-0.19034,0.56113,-0.048205,0.01
99752,0,0,0,-0.19034,0.56113,-0.048205,0
99758,0,0,0,-0.18581,0.56914,-0.04758,0.01
99758,0,0,0,-0.18581,0.56914,-0.04758,0
99764,0,0,0,-0.18132,0.5771,-0.046946,0.01
99764,0,0,0,-0.18132,0.5771,-0.046946,0
99770,0,0,0,-0.17683,0.58503,-0.046303,0.01
99770,0,0,0,-0.17683,0.58503,-0.046303,0
99775,0,0,0,-0.17234,0.59292,-0.045651,0.01
99775,0,0,0,-0.17234,0.59292,-0.045651,0
99781,0,0,0,-0.16786,0.60076,-0.044992,0.01
99781,0,0,0,-0.16786,0.60076,-0.044992,0
99787,0,0,0,-0.16337,0.60857,-0.044324,0.01
99787,0,0,0,-0.16337,0.60857,-0.044324,0
99793,0,0,0,-0.15891,0.61634,-0.043649,0.01
99793,0,0,0,-0.15891,0.61634,-0.043649,0
99799,0,0,0,-0.15446,0.62407,-0.042967,0.01
99799,0,0,0,-0.15446,0.62407,-0.042967,0
99804,0,0,0,-0.15002,0.63176,-0.042278,0.01
99804,0,0,0,-0.15002,0.63176,-0.042278,0
99810,0,0,0,-0.14553,0.63941,-0.041582,0.01
99810,0,0,0,-0.14553,0.63941,-0.041582,0
99816,0,0,0,-0.14104,0.64702,-0.04088,0.01
99816,0,0,0,-0.14104,0.64702,-0.04088,0
99822,0,0,0,-0.13659,0.65459,-0.040173,0.01
99822,0,0,0,-0.13659,0.65459,-0.040173,0
99828,0,0,0,-0.13213,0.66212,-0.039459,0.01
99828,0,0,0,-0.13213,0.66212,-0.039459,0
99834,0,0,0,-0.12769,0.66962,-0.03874,0.01
99834,0,0,0,-0.12769,0.66962,-0.03874,0
99839,0,0,0,-0.1232,0.67708,-0.038016,0.01
99839,0,0,0,-0.1232,0.67708,-0.038016,0
99845,0,0,0,-0.11871,0.6845,-0.037287,0.01
99845,0,0,0,-0.11871,0.6845,-0.037287,0
99851,0,0,0,-0.11422,0.69188,-0.036554,0.01
99851,0,0,0,-0.11422,0.69188,-0.036554,0
99857,0,0,0,-0.10969,0.69923,-0.035816,0.01
99857,0,0,0,-0.10969,0.69923,-0.035816,0
99863,0,0,0,-0.10516,0.70654,-0.035074,0.01
99863,0,0,0,-0.10516,0.70654,-0.035074,0
99869,0,0,0,-0.10064,0.71381,-0.034328,0.01
99869,0,0,0,-0.10064,0.71381,-0.034328,0
99875,0,0,0,-0.09611,0.72105,-0.033578,0.01
99875,0,0,0,-0.09611,0.72105,-0.033578,0
99881,0,0,0,-0.091542,0.72825,-0.032824,0.01
99881,0,0,0,-0.091542,0.72825,-0.032824,0
99887,0,0,0,-0.086938,0.73541,-0.032068,0.01
99887,0,0,0,-0.086938,0.73541,-0.032068,0
99893,0,0,0,-0.082334,0.74253,-0.031308,0.01
99893,0,0,0,-0.082334,0.74253,-0.031308,0
99899,0,0,0,-0.07773,0.74962,-0.030545,0.01
99899,0,0,0,-0.07773,0.74962,-0.030545,0
99905,0,0,0,-0.073048,0.75668,-0.029779,0.01
99905,0,0,0,-0.073048,0.75668,-0.029779,0
99911,0,0,0,-0.06833,0.7637,-0.029011,0.01
99911,0,0,0,-0.06833,0.7637,-0.029011,0
99917,0,0,0,-0.063612,0.77068,-0.02824,0.01
99917,0,0,0,-0.063612,0.77068,-0.02824,0
99923,0,0,0,-0.058852,0.77763,-0.027467,0.01
99923,0,0,0,-0.058852,0.77763,-0.027467,0
99930,0,0,0,-0.054056,0.78454,-0.026692,0.01
99930,0,0,0,-0.054056,0.78454,-0.026692,0
99936,0,0,0,-0.049224,0.79142,-0.025915,0.01
99936,0,0,0,-0.049224,0.79142,-0.025915,0
99942,0,0,0,-0.04435,0.79826,-0.025137,0.01
99942,0,0,0,-0.04435,0.79826,-0.025137,0
99949,0,0,0,-0.039441,0.80507,-0.024356,0.01
99949,0,0,0,-0.039441,0.80507,-0.024356,0
99955,0,0,0,-0.034489,0.81185,-0.023574,0.01
99955,0,0,0,-0.034489,0.81185,-0.023574,0
99962,0,0,0,-0.029423,0.81859,-0.022791,0.01
99962,0,0,0,-0.029423,0.81859,-0.022791,0
99968,0,0,0,-0.024285,0.82529,-0.022006,0.01
99968,0,0,0,-0.024285,0.82529,-0.022006,0
99975,0,0,0,-0.019142,0.83197,-0.021221,0.01
99975,0,0,0,-0.019142,0.83197,-0.021221,0
99982,0,0,0,-0.013926,0.8386,-0.020434,0.01
99982,0,0,0,-0.013926,0.8386,-0.020434,0
99989,0,0,0,-0.0085907,0.84521,-0.019647,0.01
99989,0,0,0,-0.0085907,0.84521,-0.019647,0
99996,0,0,0,-0.0031833,0.85178,-0.018859,0.01
99996,0,0,0,-0.0031833,0.85178,-0.018859,0
1e+05,0,0,0,0.0024579,0.85832,-0.01807,0.01
1e+05,0,0,0,0.0024579,0.85832,-0.01807,0
1.0001e+05,0,0,0,0.0080572,0.86483,-0.017281,0.01
1.0001e+05,0,0,0,0.0080572,0.86483,-0.017281,0
1.0002e+05,0,0,0,0.013429,0.8713,-0.016491,0.01
1.0002e+05,0,0,0,0.013429,0.8713,-0.016491,0
1.0002e+05,0,0,0,0.019184,0.87775,-0.015702,0.01
1.0002e+05,0,0,0,0.019184,0.87775,-0.015702,0
1.0003e+05,0,0,0,0.025322,0.88415,-0.014912,0.01
1.0003e+05,0,0,0,0.025322,0.88415,-0.014912,0
1.0004e+05,0,0,0,0.031461,0.89053,-0.014122,0.01
1.0004e+05,0,0,0,0.031461,0.89053,-0.014122,0
1.0005e+05,0,0,0,0.0376,0.89688,-0.013332,0.01
1.0005e+05,0,0,0,0.0376,0.89688,-0.013332,0
1.0006e+05,0,0,0,0.044123,0.90319,-0.012542,0.01
1.0006e+05,0,0,0,0.044123,0.90319,-0.012542,0
1.0007e+05,0,0,0,0.051029,0.90947,-0.011753,0.01
1.0007e+05,0,0,0,0.051029,0.90947,-0.011753,0
1.0008e+05,0,0,0,0.057935,0.91572,-0.010963,0.01
1.0008e+05,0,0,0,0.057935,0.91572,-0.010963,0
1.0008e+05,0,0,0,0.064841,0.92194,-0.010175,0.01
1.0008e+05,0,0,0,0.064841,0.92194,-0.010175,0
1.0009e+05,0,0,0,0.072131,0.92813,-0.0093867,0.01
1.0009e+05,0,0,0,0.072131,0.92813,-0.0093867,0
1.001e+05,0,0,0,0.079804,0.93428,-0.0085992,0.01
1.001e+05,0,0,0,0.079804,0.93428,-0.0085992,0
1.0011e+05,0,0,0,0.087478,0.94041,-0.0078124,0.01
1.0011e+05,0,0,0,0.087478,0.94041,-0.0078124,0
1.0012e+05,0,0,0,0.095535,0.9465,-0.0070263,0.01
1.0012e+05,0,0,0,0.095535,0.9465,-0.0070263,0
1.0014e+05,0,0,0,0.10437,0.95257,-0.0062411,0.01
1.0014e+05,0,0,0,0.10437,0.95257,-0.0062411,0
1.0015e+05,0,0,0,0.11357,0.9586,-0.0054569,0.01
1.0015e+05,0,0,0,0.11357,0.9586,-0.0054569,0
1.0016e+05,0,0,0,0.12317,0.9646,-0.0046737,0.01
1.0016e+05,0,0,0,0.12317,0.9646,-0.0046737,0
1.0017e+05,0,0,0,0.13352,0.97058,-0.0038916,0.01
1.0017e+05,0,0,0,0.13352,0.97058,-0.0038916,0
1.0019e+05,0,0,0,0.14465,0.97652,-0.0031106,0.01
1.0019e+05,0,0,0,0.14465,0.97652,-0.0031106,0
1.002e+05,0,0,0,0.15616,0.98244,-0.0023309,0.01
1.002e+05,0,0,0,0.15616,0.98244,-0.0023309,0
1.0022e+05,0,0,0,0.16959,0.98832,-0.0015526,0.01
1.0022e+05,0,0,0,0.16959,0.98832,-0.0015526,0
1.0024e+05,0,0,0,0.18302,0.99418,-0.0007755,0.01
1.0024e+05,0,0,0,0.18302,0.99418,-0.0007755,0
1.0025e+05,0,0,0,0.18877,1,0,0.01
1.0025e+05,0,0,0,0.18877,1,0,0
