"p","U:0","U:1","U:2","Cp","Points:0","Points:1","Points:2"
99478,0,0,0,-0.40059,0.079592,-0.042752,0
99475,0,0,0,-0.40286,0.082614,-0.043376,0.01
99475,0,0,0,-0.40286,0.082614,-0.043376,0
99472,0,0,0,-0.40481,0.085662,-0.043986,0.01
99472,0,0,0,-0.40481,0.085662,-0.043986,0
99470,0,0,0,-0.4065,0.088736,-0.04458,0.01
99470,0,0,0,-0.4065,0.088736,-0.04458,0
99468,0,0,0,-0.40796,0.091837,-0.045159,0.01
99468,0,0,0,-0.40796,0.091837,-0.045159,0
99467,0,0,0,-0.40911,0.094964,-0.045724,0.01
99467,0,0,0,-0.40911,0.094964,-0.045724,0
99466,0,0,0,-0.41007,0.098116,-0.046275,0.01
99466,0,0,0,-0.41007,0.098116,-0.046275,0
99465,0,0,0,-0.41088,0.1013,-0.046812,0.01
99465,0,0,0,-0.41088,0.1013,-0.046812,0
99464,0,0,0,-0.41149,0.1045,-0.047336,0.01
99464,0,0,0,-0.41149,0.1045,-0.047336,0
99463,0,0,0,-0.41195,0.10773,-0.047847,0.01
99463,0,0,0,-0.41195,0.10773,-0.047847,0
99463,0,0,0,-0.41222,0.11099,-0.048345,0.01
99463,0,0,0,-0.41222,0.11099,-0.048345,0
99463,0,0,0,-0.41229,0.11427,-0.04883,0.01
99463,0,0,0,-0.41229,0.11427,-0.04883,0
99463,0,0,0,-0.41226,0.11758,-0.049303,0.01
99463,0,0,0,-0.41226,0.11758,-0.049303,0
99463,0,0,0,-0.4121,0.12092,-0.049763,0.01
99463,0,0,0,-0.4121,0.12092,-0.049763,0
99463,0,0,0,-0.4118,0.12428,-0.050212,0.01
99463,0,0,0,-0.4118,0.12428,-0.050212,0
99464,0,0,0,-0.41138,0.12767,-0.050649,0.01
99464,0,0,0,-0.41138,0.12767,-0.050649,0
99465,0,0,0,-0.41088,0.13109,-0.051075,0.01
99465,0,0,0,-0.41088,0.13109,-0.051075,0
99465,0,0,0,-0.41026,0.13453,-0.051489,0.01
99465,0,0,0,-0.41026,0.13453,-0.051489,0
99466,0,0,0,-0.40949,0.138,-0.051891,0.01
99466,0,0,0,-0.40949,0.138,-0.051891,0
99467,0,0,0,-0.40865,0.1415,-0.052283,0.01
99467,0,0,0,-0.40865,0.1415,-0.052283,0
99469,0,0,0,-0.40773,0.14502,-0.052663,0.01
99469,0,0,0,-0.40773,0.14502,-0.052663,0
99470,0,0,0,-0.40673,0.14858,-0.053033,0.01
99470,0,0,0,-0.40673,0.14858,-0.053033,0
99471,0,0,0,-0.40566,0.15215,-0.053392,0.01
99471,0,0,0,-0.40566,0.15215,-0.053392,0
99473,0,0,0,-0.40451,0.15576,-0.05374,0.01
99473,0,0,0,-0.40451,0.15576,-0.05374,0
99474,0,0,0,-0.40332,0.15939,-0.054077,0.01
99474,0,0,0,-0.40332,0.15939,-0.054077,0
99476,0,0,0,-0.40201,0.16306,-0.054404,0.01
99476,0,0,0,-0.40201,0.16306,-0.054404,0
99478,0,0,0,-0.40063,0.16675,-0.054721,0.01
99478,0,0,0,-0.40063,0.16675,-0.054721,0
99480,0,0,0,-0.39918,0.17047,-0.055027,0.01
99480,0,0,0,-0.39918,0.17047,-0.055027,0
99482,0,0,0,-0.39768,0.17421,-0.055323,0.01
99482,0,0,0,-0.39768,0.17421,-0.055323,0
99484,0,0,0,-0.39614,0.17799,-0.055609,0.01
99484,0,0,0,-0.39614,0.17799,-0.055609,0
99486,0,0,0,-0.39453,0.18179,-0.055885,0.01
99486,0,0,0,-0.39453,0.18179,-0.055885,0
99488,0,0,0,-0.39288,0.18562,-0.056151,0.01
99488,0,0,0,-0.39288,0.18562,-0.056151,0
99490,0,0,0,-0.39116,0.18948,-0.056406,0.01
99490,0,0,0,-0.39116,0.18948,-0.056406,0
99492,0,0,0,-0.38943,0.19337,-0.056652,0.01
99492,0,0,0,-0.38943,0.19337,-0.056652,0
99495,0,0,0,-0.38767,0.19729,-0.056888,0.01
99495,0,0,0,-0.38767,0.19729,-0.056888,0
99497,0,0,0,-0.38586,0.20124,-0.057114,0.01
99497,0,0,0,-0.38586,0.20124,-0.057114,0
99498,0,0,0,-0.38498,0.20522,-0.05733,0.01
99498,0,0,0,-0.38498,0.20522,-0.05733,0
