# y+ ()       
# Time        	patch         	min           	max           	average       
2450          	wall-h1	1.665348e+01	1.752974e+01	1.711457e+01
2450          	airfoil-h1	3.284295e-02	1.024484e-01	9.157011e-02
2500          	airfoil-l1	4.029817e-02	1.029839e-01	9.096490e-02
2500          	wall-l1	1.617871e+01	1.699650e+01	1.660992e+01
2500          	airfoil-l2	3.599825e-02	8.647474e-02	6.658417e-02
2500          	wall-l2	1.700280e+01	2.209296e+01	1.901026e+01
2500          	wall-h2	1.753817e+01	2.325833e+01	1.974378e+01
2500          	airfoil-h2	3.584576e-02	8.816246e-02	6.670991e-02
2500          	wall-h1	1.665716e+01	1.753138e+01	1.711742e+01
2500          	airfoil-h1	3.284614e-02	1.024489e-01	9.157039e-02
2550          	airfoil-l1	4.029530e-02	1.029836e-01	9.096456e-02
2550          	wall-l1	1.617531e+01	1.699452e+01	1.660778e+01
2550          	airfoil-l2	3.599170e-02	8.647441e-02	6.658108e-02
2550          	wall-l2	1.700081e+01	2.208716e+01	1.900697e+01
2550          	wall-h2	1.754123e+01	2.326339e+01	1.974749e+01
2550          	airfoil-h2	3.584140e-02	8.816263e-02	6.670792e-02
2550          	wall-h1	1.665767e+01	1.753447e+01	1.712021e+01
2550          	airfoil-h1	3.284962e-02	1.024495e-01	9.157067e-02
2600          	airfoil-l1	4.029232e-02	1.029834e-01	9.096422e-02
2600          	wall-l1	1.617450e+01	1.699264e+01	1.660538e+01
2600          	airfoil-l2	3.598572e-02	8.647413e-02	6.657834e-02
2600          	wall-l2	1.699891e+01	2.208174e+01	1.900344e+01
2600          	wall-h2	1.754470e+01	2.327072e+01	1.975116e+01
2600          	airfoil-h2	3.583735e-02	8.816277e-02	6.670616e-02
2600          	wall-h1	1.666205e+01	1.753797e+01	1.712306e+01
2600          	airfoil-h1	3.285326e-02	1.024500e-01	9.157093e-02
2650          	airfoil-l1	4.028960e-02	1.029831e-01	9.096391e-02
2650          	wall-l1	1.617141e+01	1.699070e+01	1.660304e+01
2650          	airfoil-l2	3.598014e-02	8.647388e-02	6.657590e-02
2650          	wall-l2	1.699699e+01	2.207746e+01	1.900109e+01
2650          	wall-h2	1.754861e+01	2.327556e+01	1.975582e+01
2650          	airfoil-h2	3.583361e-02	8.816291e-02	6.670461e-02
2650          	wall-h1	1.666310e+01	1.754186e+01	1.712561e+01
2650          	airfoil-h1	3.285656e-02	1.024506e-01	9.157119e-02
2700          	airfoil-l1	4.028713e-02	1.029828e-01	9.096362e-02
2700          	wall-l1	1.616955e+01	1.698688e+01	1.660076e+01
2700          	airfoil-l2	3.597482e-02	8.647365e-02	6.657371e-02
2700          	wall-l2	1.699310e+01	2.207085e+01	1.899650e+01
2700          	wall-h2	1.755031e+01	2.328301e+01	1.975909e+01
2700          	airfoil-h2	3.582997e-02	8.816303e-02	6.670324e-02
2700          	wall-h1	1.666675e+01	1.754363e+01	1.712859e+01
2700          	airfoil-h1	3.285957e-02	1.024511e-01	9.157143e-02
2750          	airfoil-l1	4.028466e-02	1.029826e-01	9.096333e-02
2750          	wall-l1	1.616709e+01	1.698546e+01	1.659825e+01
2750          	airfoil-l2	3.596966e-02	8.647344e-02	6.657174e-02
2750          	wall-l2	1.699177e+01	2.206426e+01	1.899353e+01
2750          	wall-h2	1.755370e+01	2.328692e+01	1.976357e+01
2750          	airfoil-h2	3.582632e-02	8.816313e-02	6.670200e-02
2750          	wall-h1	1.666907e+01	1.754693e+01	1.713102e+01
2750          	airfoil-h1	3.286258e-02	1.024516e-01	9.157166e-02
2800          	airfoil-l1	4.028197e-02	1.029824e-01	9.096306e-02
2800          	wall-l1	1.616515e+01	1.698277e+01	1.659601e+01
2800          	airfoil-l2	3.596466e-02	8.647325e-02	6.656996e-02
2800          	wall-l2	1.698902e+01	2.206067e+01	1.899005e+01
2800          	wall-h2	1.755663e+01	2.329380e+01	1.976647e+01
2800          	airfoil-h2	3.582270e-02	8.816323e-02	6.670090e-02
2800          	wall-h1	1.667102e+01	1.754991e+01	1.713375e+01
2800          	airfoil-h1	3.286584e-02	1.024521e-01	9.157188e-02
2850          	airfoil-l1	4.027934e-02	1.029821e-01	9.096279e-02
2850          	wall-l1	1.616388e+01	1.698057e+01	1.659359e+01
2850          	airfoil-l2	3.595980e-02	8.647307e-02	6.656835e-02
2850          	wall-l2	1.698685e+01	2.205364e+01	1.898645e+01
2850          	wall-h2	1.755932e+01	2.329860e+01	1.977063e+01
2850          	airfoil-h2	3.581906e-02	8.816332e-02	6.669987e-02
2850          	wall-h1	1.667483e+01	1.755255e+01	1.713625e+01
2850          	airfoil-h1	3.286904e-02	1.024526e-01	9.157210e-02
2900          	airfoil-l1	4.027688e-02	1.029819e-01	9.096254e-02
2900          	wall-l1	1.616139e+01	1.697737e+01	1.659149e+01
2900          	airfoil-l2	3.595507e-02	8.647292e-02	6.656689e-02
2900          	wall-l2	1.698364e+01	2.204971e+01	1.898358e+01
2900          	wall-h2	1.756173e+01	2.330516e+01	1.977424e+01
2900          	airfoil-h2	3.581544e-02	8.816340e-02	6.669894e-02
2900          	wall-h1	1.667635e+01	1.755500e+01	1.713882e+01
2900          	airfoil-h1	3.287203e-02	1.024531e-01	9.157231e-02
2950          	airfoil-l1	4.027452e-02	1.029817e-01	9.096229e-02
2950          	wall-l1	1.615996e+01	1.697469e+01	1.658937e+01
2950          	airfoil-l2	3.595043e-02	8.647277e-02	6.656555e-02
2950          	wall-l2	1.698097e+01	2.204378e+01	1.897991e+01
2950          	wall-h2	1.756393e+01	2.330973e+01	1.977707e+01
2950          	airfoil-h2	3.581183e-02	8.816347e-02	6.669808e-02
2950          	wall-h1	1.667915e+01	1.755718e+01	1.714123e+01
2950          	airfoil-h1	3.287490e-02	1.024535e-01	9.157252e-02
3000          	airfoil-l1	4.027234e-02	1.029815e-01	9.096206e-02
3000          	wall-l1	1.615803e+01	1.697327e+01	1.658731e+01
3000          	airfoil-l2	3.594577e-02	8.647263e-02	6.656431e-02
3000          	wall-l2	1.697958e+01	2.203957e+01	1.897728e+01
3000          	wall-h2	1.756686e+01	2.331384e+01	1.978060e+01
3000          	airfoil-h2	3.580816e-02	8.816354e-02	6.669728e-02
3000          	wall-h1	1.668061e+01	1.756007e+01	1.714328e+01
3000          	airfoil-h1	3.287755e-02	1.024540e-01	9.157271e-02
